,artist,title,rating,url,chords
10,Lukas Graham,7 YEARS,2203.0,https://tabs.ultimate-guitar.com/l/lukas_graham/7_years_ver2_crd.htm,Em G C Em G C Em G C Em D G C D Em D G C D Em D G C D Em D G C Em D G C D Em D G C D Em D G C D Em D G C Em D G C D Em D G C D Em D G C D Em D G C Em D G C D Em D G C Em D G C D Em G C F#/D C D Em D F#/D C D Bm C D G D F#/D D C D G C Em D G C D Em D G C Em D G C Em G C Em D G
11,Rihanna,NEEDED ME,90.0,https://tabs.ultimate-guitar.com/r/rihanna/needed_me_crd.htm,Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C
12,Flo Rida,MY HOUSE,53.0,https://tabs.ultimate-guitar.com/f/flo_rida/my_house_ver2_crd.htm,G Em C G G Em C G Em G Em C G G Em C G G Em C G G Em C G Em Em Em Em Em Em Em Em G Em C G G Em C G G Em C G G Em C G G Em C G G Em C G G Em C G G Em C G G Em C G G Em C G Em Em Em Em Em Em Em Em G Em C G G Em C G G Em C G G Em C G G Em C G G Em C G C B7 C B7 C B7 C B7 G Em C G G Em C G G Em C G G Em C G G Em C G G Em C G G Em
13,Mike Posner,I TOOK A PILL IN IBIZA,418.0,https://tabs.ultimate-guitar.com/m/mike_posner/i_took_a_pill_in_ibiza_ver2_crd.htm,Em Dsus4 D Cadd9 C G Em Dsus4 D C G Em D Cadd9 G Em D Cadd9 G Em D Cadd9 G Em D Cadd9 G Em D Cadd9 C G Em D Cadd9 C G Em D Cadd9 G Em D Cadd9 G Em D Cadd9 G Em D Cadd9 G G D Cadd9 Em D Cadd9 C G Em D Cadd9 C G Em D Cadd9 G Em D Cadd9 G Em D Cadd9 G Em D Cadd9 G
14,Fifth Harmony Featuring Ty Dolla $ign,WORK FROM HOME,115.0,https://tabs.ultimate-guitar.com/f/fifth_harmony/work_from_home_crd.htm,Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G Em C G
15,Calvin Harris Featuring Rihanna,THIS IS WHAT YOU CAME FOR,59.0,https://tabs.ultimate-guitar.com/c/calvin_harris/this_is_what_you_came_for_crd.htm,Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F Em C G Am F Em C G Am F Em C G Am F Em C G Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am
16,DNCE,CAKE BY THE OCEAN,234.0,https://tabs.ultimate-guitar.com/d/dnce/cake_by_the_ocean_crd.htm,Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C Em Bm Am C
17,twenty one pilots,RIDE,295.0,https://tabs.ultimate-guitar.com/t/twenty_one_pilots/ride_ver3_crd.htm,G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am D Em Am Em D D G Am D Em Am Em D D D G Am Em C G Am G Am Em C G Am Em C G Am Em C G Am Em C G G Am D Em Am Em D D G Am D Em Am Em D D G
18,twenty one pilots,HEATHENS,1154.0,https://tabs.ultimate-guitar.com/t/twenty_one_pilots/heathens_crd.htm,Am B C E Em A5 B5 C5 E5 C Am E C Am E C Am E C Am E C Am E C Am E C Am E C Am E Am Em Am Em Am Em Am B C Am E C Am E C Am E C Am E Am Em Am Em Am Em Am B C Am E E C Am E E C Am E C Am E C Am E C Am E C Am Em C Am Em C Am Em C Am Em C Am E C Am E C Am E C Am E
19,Zayn,PILLOWTALK,205.0,https://tabs.ultimate-guitar.com/z/zayn_malik/pillowtalk_crd.htm,E F# E F# B E F# E F# B E F# E F# B G#m E B G#m E B E F# E F# B E F# E F# B E F# E F# B E F# E F# B G#m E F# E F# B E F# E F# B E F# E F# B G#m E B G#m E B E F# E F# B E F# E F# B
20,Shawn Mendes,STITCHES,1309.0,https://tabs.ultimate-guitar.com/s/shawn_mendes/stitches_ver2_crd.htm,Am G C F Am G C F Am G C F Am G C F F G Am F G Am Am G C F Am G F C Am G C F Am G F C Am G C F Am G C F Am G C F Am G C F F G Am F G Am Am G C F Am G F C Am G C F Am G F C Am G C F
21,Drake,HOTLINE BLING,460.0,https://tabs.ultimate-guitar.com/d/drake/hotline_bling_ver2_crd.htm,C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am C Am C Am Em Em C Am C Am Em Em Em C Am Em C Am Em C Am Em C Am Em
22,Major Lazer Featuring Justin Bieber & MO,COLD WATER,78.0,https://tabs.ultimate-guitar.com/m/major_lazer/cold_water_acoustic_crd.htm,Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C D Em G D C Em G D C Em G Bm C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C D Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C
23,Adele,SEND MY LOVE (TO YOUR NEW LOVER),290.0,https://tabs.ultimate-guitar.com/a/adele/send_my_love_to_your_new_lover_crd.htm,D Bm D Bm D Bm D Bm D Bm D Bm D D Bm D Bm D Bm D Bm D Bm D Bm D Bm D Bm D Bm D Bm D Bm D Bm
24,The Chainsmokers Featuring Rozes,ROSES,154.0,https://tabs.ultimate-guitar.com/t/the_chainsmokers/roses_crd.htm,E E E E E C#m A E B C#m A E B C#m A E B C#m A E B B C#m A E B B C#m A E C#m A E B C#m A E B C#m A E B C#m A E B C#m A E B C#m A E B C#m A E B C#m A E B C#m A E B C#m A E B C#m A E B C#m A E B B C#m A E B B C#m A E
25,Shawn Mendes,TREAT YOU BETTER,373.0,https://tabs.ultimate-guitar.com/s/shawn_mendes/treat_you_better_crd.htm,Bbm Ab Gb Bbm Ab Gb Bbm Ab Gb Bbm Ab Gb Bbm Ab Gb Bbm Ab Gb Db Bbm Ab Gb Db Bbm Ab Gb Db Bbm Ab Gb Bbm Ab Gb Bbm Ab Gb Bbm Ab Gb Ab Ab Bbm Bbm Ab Gb Db Bbm Ab Gb Db Bbm Ab Gb Db Bbm Ab Gb Bbm Ab Gb Dsus2 Bbm Ab Gb Dsus2 Bbm Ab Db Gb Bbm Ab Gb Bbm Ab Db Gb Bbm Ab Gb Bbm Ab Gb Db Bbm Ab Gb Db Bbm Ab Gb Db Bbm Ab Gb Db Ab Gb Dbsus2 Db Ab Gb Dbsus2 Db Ab Gb Bbm
26,Drake Featuring Rihanna,TOO GOOD,38.0,https://tabs.ultimate-guitar.com/d/drake/too_good_crd.htm,G D Bm Em G D G D G D Em D G D G Bm D G D Em D G D G Bm D G D Em D G D G Bm D G D Em D G D G D G D Em D G D G Bm D G D Em D G D G Bm D G D Em D G D G D G D Em D G D G D Em D G D G Bm D G D Em D G D G Bm D G D Em D G D G D G D Em D G D G D G D Em D
27,Future Featuring The Weeknd,LOW LIFE,4.0,https://tabs.ultimate-guitar.com/f/future/low_life_crd.htm,Am F C Am F C Am F C Am F C C Am F Em Am F Em Am F Em Am Dm Em Am Dm C Am Dm C Am Dm C Am Dm Em Am Dm Em Am F Em Am Dm Em Am F Em Am F Em Am F Em Am F Em Am Dm Em Am Dm C Am Dm C Am Dm C Am Dm Em Am Dm C Am Dm Em Am Dm Em Am F Em Am Dm Em Am F Em Am F Em Am Dm C Am F Em Am Dm C Am F Em Am F Em Am F Em Am F Em Am
28,Justin Bieber,WHAT DO YOU MEAN?,408.0,https://tabs.ultimate-guitar.com/j/justin_bieber/what_do_you_mean_crd.htm,Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9
29,The Weeknd,THE HILLS,208.0,https://tabs.ultimate-guitar.com/t/the_weeknd/the_hills_ver2_crd.htm,Bm G Em G Bm G Em G Bm G Em G Bm G Em G Bm G Em G Bm G Em G Bm G Em Em G Bm G Em Em G Bm A Em G Bm A Em Bm G Em Em G Bm G Em Em G
30,P!nk,JUST LIKE FIRE,182.0,https://tabs.ultimate-guitar.com/p/pnk/just_like_fire_crd.htm,Em C G Am Em C G Am Em C G Am G C G G Am G C G Am Em C G Am Em C G Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Am Em C G Am Em C G Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em Em Em Em Em Em Em Em Em C G Am Em C G Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am Em C G Am
31,Bryson Tiller,DON'T,17.0,https://tabs.ultimate-guitar.com/b/bryson_tiller/dont_crd_1797551id_29122015date.htm,F# Bm Em F#M Bm Em F#M Bm Em Em F# Bm Em F#m Bm Em F#m Bm Em Em Em F#m Bm Em F# Bm Em Bm Em F# Bm Em F# F# Bm Em F# Bm Em Em F# Bm Em F# Bm Em F# Bm Em Em F# Bm Em Em F# Bm Em Em F# Bm Em
32,Ariana Grande,DANGEROUS WOMAN,297.0,https://tabs.ultimate-guitar.com/a/ariana_grande/dangerous_woman_crd.htm,Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C Em G C
33,gnash Featuring Olivia O'Brien,I HATE U I LOVE U,592.0,https://tabs.ultimate-guitar.com/g/gnash/i_hate_u_i_love_u_ver2_crd.htm,F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D F#m E C#m D
34,Alessia Cara,HERE,273.0,https://tabs.ultimate-guitar.com/a/alessia_cara/here_acoustic_crd.htm,Am Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Am Dm Am E Dm Am E Am Dm Am E Dm Am E Dm Am Dm Am E Am Dm Am E Dm Am E Am Dm Am E Am Dm Am E Am
35,Selena Gomez,SAME OLD LOVE,84.0,https://tabs.ultimate-guitar.com/s/selena_gomez/same_old_love_crd.htm,Bm Bm G A Bm G A Bm Bm G A Bm G A Bm G A Bm G A Bm G A Bm G A Em Bm D Em Bm D Em Bm D Em Bm D Bm G A Bm G A Bm G A Bm G A Em Bm D Em Bm D Em Bm D Em Bm D Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G A Bm G A Bm G A Bm G A Em Bm D Em Bm D Em Bm D Em Bm D Bm G A Bm G A Bm G A Bm G A Em Bm D Em Bm D Em Bm D Em Bm D Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm G Em A Bm
36,Drake,CONTROLLA,17.0,https://tabs.ultimate-guitar.com/d/drake/controlla_crd.htm,Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am F Em7 Am Dm7 Em7 Am Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am F Em7 Am Dm7 Em7 Am Dm7 G Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 G Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am Dm7 Em7 Am F Em7 Am Dm7 Em7 Am Dm7 Em7 Am
37,Meghan Trainor Featuring John Legend,LIKE I'M GONNA LOSE YOU,1225.0,https://tabs.ultimate-guitar.com/m/meghan_trainor/like_im_gonna_lose_you_crd.htm,C Em Am F Em Dm G C Em Am F Em Dm G C Em Am F Em Dm G C Em Am F G C Em Am F G C Em Am F G C Em Am F Em Dm G C Em Am F Em Dm G C Em Am F Em Dm G C Em Am F G C Em Am F G C Em Am F G C Em Am F C Em Am F G C Em Am F G C Em Am F G C
38,Charlie Puth,ONE CALL AWAY,1271.0,https://tabs.ultimate-guitar.com/c/charlie_puth/one_call_away_crd.htm,C G Am7 F C G C G Am7 F Dm C Am G C F Am G C F Am G C F F G C G Am7 F C G C G Am7 F Dm C Am G C F Am G C F Am G C F Am G C F Am G C F F G C G Am7 F C G C G Am7 F Dm C F Am G F Am G F Am G F G C G Am7 F C G C G7 Am7 F G C G Am7 F C G C G Am7 F Dm C F Dm C
39,James Bay,LET IT GO,1926.0,https://tabs.ultimate-guitar.com/j/james_bay/let_it_go_ver2_crd.htm,G C Em7 D G C Em D G C Em D G C Em D G C Em D Em D Em/C# Cmaj7 Em D Em/C# C G Em D C G D C G Em D C G D G C Em7 D G C Em D G C Em D G C Em D G C Em D Em D Em/C# Cmaj7 Em D Em/C# C G Em D C G D C G Em D C G D G C Em7 D Am Em D C Am Em D C C G Em D C G D C G Em D C G D C G Em D C G D G G C Em7 D G
40,Meghan Trainor,NO,137.0,https://tabs.ultimate-guitar.com/m/meghan_trainor/no_crd.htm,F E Am G F E F E Am G C F E Am F E Am G C F E Am F E Am G C F E Am C E F E Am G C F E Am E F E Am G C F E Am F E Am G C F E Am F E Am G C F E Am C E F E Am G C F E Am E F E Am G C F E Am F E Am G C F E Am F E Am G F E Am F E Am G F E Am E F E Am G C F E Am F E Am G C F E Am F E Am G C F E Am
41,Zara Larsson & MNEK,NEVER FORGET YOU,37.0,https://tabs.ultimate-guitar.com/z/zara_larsson/never_forget_you_ver2_crd.htm,Bm G Em Bm G Em Bm G A Em Bm G G A Em G Bm D Bm G Em Bm G Em Bm G Em Bm G Em Bm G A Em Bm G Em Bm G A Em Bm G Bm G G Em Bm G G Em Bm G G Em Bm G G Em G Em Bm G G Em Bm G G Em Bm G G Em Bm G Em Bm G A Em Bm G Em Bm G A Em Em G Bm D Em G Bm D Em G Bm D Em G Bm Bm G A Em Bm G A Em Bm G A Em Bm G Bm G G Em
42,DJ Snake Featuring Justin Bieber,LET ME LOVE YOU,289.0,https://tabs.ultimate-guitar.com/d/dj_snake/let_me_love_you_crd.htm,Am C F Am C F Am C Em F Em F Am C Em F Em F F Am G Dm F Am G Dm Am C Em F Em F Am C Em F Em F Am C Em F Em F Am C Em F Em F Am C Em F Em F Am C Em F Em F F Am G Dm F Am G Dm Am C Em F Em F Am C Em F Em F Am C Em F Em F Am C Em F Em F Am C Em F Em F Am C Em F Em F Am C Em F Em F Am C Em F Em F
43,Kent Jones,DON'T MIND,25.0,https://tabs.ultimate-guitar.com/k/kent_jones/dont_mind_crd.htm,G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D
44,Florida Georgia Line,H.O.L.Y.,350.0,https://tabs.ultimate-guitar.com/f/florida_georgia_line/holy_crd.htm,G D G D C G D G D Em D C D G D Em D C D Em C Em D G D Em D C Am7 D G D Em D C Am7 D G D Em D C D G D Em C G D Em C Em D G D Em D C Am7 D G D Em D C Am7 D Em C B7 Em D G D Em D C Am7 D G D Em D C Am7 D G D Em D C G
45,Charlie Puth Featuring Selena Gomez,WE DON'T TALK ANYMORE,498.0,https://tabs.ultimate-guitar.com/c/charlie_puth/we_dont_talk_anymore_crd.htm,F G Am Em F G Am F G Am Em F G Am Em F G Am Em F G Am F G Am Em F G Am Em F G Am Em F G Am Em F G Am Em F G Am F G Am Em F G Am Em F G Am Em F G Am Em F G Am Em F G Am F G Am Em F G Am Em F G Am Em F G Am Em
46,Ariana Grande,INTO YOU,114.0,https://tabs.ultimate-guitar.com/a/ariana_grande/into_you_ver2_crd.htm,Em D/F# G Am C D Em D/F# G Am C D Em D/F# G Am C D Em D/F# G Am C D Em D/F# G Am C D Em D/F# G Am C D Em D/F# G Am C D Em D/F# G Am C D Em D/F# G Am C D C D Em Em D/F# G Am C D Em Em D/F# G D Em D/F# G Am C D Em D/F# G Am C D Em D/F# G Am C D
47,Kiiara,GOLD,20.0,https://tabs.ultimate-guitar.com/k/kiiara/gold_crd.htm,Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am Em D G Am
48,Bryson Tiller,EXCHANGE,8.0,https://tabs.ultimate-guitar.com/b/bryson_tiller/exchange_crd_1848219id_24052016date.htm,Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em Am7 F G Em
49,Fetty Wap Featuring Remy Boyz,679,92.0,https://tabs.ultimate-guitar.com/f/fetty_wap/679_crd.htm,F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C
50,Jeremih,OUI,14.0,https://tabs.ultimate-guitar.com/j/jeremih/oui_you_and_i_crd.htm,Em Em A A Dmaj Dmaj Bm Bm Em Em A A Dmaj Dmaj Bm Bm Em Em A A Dmaj Dmaj Bm Bm Em Em A A Dmaj Dmaj Bm Bm Em Em A A Dmaj Dmaj Bm Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em Em A A Dmaj Dmaj Bm Bm Em Em A A Dmaj Dmaj Bm Bm Em Em A A Dmaj Dmaj Bm Bm Em Em A A Dmaj Dmaj Bm Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm Em A Dmaj Bm
