,artist,title,rating,url,chords
51,Selena Gomez,HANDS TO MYSELF,70.0,https://tabs.ultimate-guitar.com/s/selena_gomez/hands_to_myself_crd.htm,Eb Gm Cm Bb Eb Gm Cm Bb Eb Gm Cm Bb Eb Gm Cm Bb Ab Bb Cm Bb Ab Bb Cm Eb Gm Cm Bb Eb Gm Cm Bb Eb Gm Cm Eb Gm Cm Bb Ab Bb Cm Bb Ab Bb Cm Eb Gm Cm Bb Eb Gm Cm Eb Gm Cm Bb Eb Gm Cm Bb Eb Gm Cm Bb Eb Gm Cm Eb Eb Gm Cm Bb Eb Gm Cm Bb Eb Gm Cm Bb Eb Gm Cm
52,The Weeknd Featuring Daft Punk,STARBOY,164.0,https://tabs.ultimate-guitar.com/t/the_weeknd/starboy_ver2_crd.htm,Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G Am G F G
53,Flume Featuring Kai,NEVER BE LIKE YOU,119.0,https://tabs.ultimate-guitar.com/f/flume/never_be_like_you_crd.htm,C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F F C Dm F C Dm F C Dm F C Dm C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F C Dm F
54,The Weeknd,IN THE NIGHT,96.0,https://tabs.ultimate-guitar.com/t/the_weeknd/in_the_night_crd.htm,Am G Em F Dm Em Dm G Am G Em F Am G Em F Dm Em Dm G Am G Em F Am G Em F Am G Em F Am G Em F Dm Em Dm G Am G Em F Am G Em F F
55,Meghan Trainor,ME TOO,28.0,https://tabs.ultimate-guitar.com/m/meghan_trainor/me_too_crd.htm,G E E E E
56,Elle King,EX'S & OH'S,518.0,https://tabs.ultimate-guitar.com/e/elle_king/exs_and_ohs_ver7_crd.htm,A B B7 C D Em G Em Em Em B7 Em Em Em B7 Em G D Em B G D A C Em Em Em B7 Em Em Em B7 Em G D Em B G D A C G D Em B G D A C Em Em B7 Em G D Em B G D A C G D Em B G D A C Em
57,Thomas Rhett,DIE A HAPPY MAN,786.0,https://tabs.ultimate-guitar.com/t/thomas_rhett/die_a_happy_man_crd.htm,D Bm G D D Bm G D Bm G D Bm Bm G D Bm G D Em D/F# G D Em D/F# G A Bm G D Bm G D D Bm G D D Bm G D D Bm G D Bm G D Bm G D Bm G D Bm G D Em D/F# G D Em D/F# G A Bm G D Bm G D D Bm G D D Bm G D D Bm G D G Gm D A Bm G Gm D A Bm G D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D
58,Post Malone,WHITE IVERSON,27.0,https://tabs.ultimate-guitar.com/p/post_malone/white_iverson_crd.htm,C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G
59,Nick Jonas Featuring Tove Lo,CLOSE,43.0,https://tabs.ultimate-guitar.com/n/nick_jonas/close_ver2_crd.htm,Am/C Em Em/G C Em G C Em G C Em G Am/C Em G C Em G C Em G C Em G Am/C Em G C Em C Em Am Em G Am/C Em Em/G Am/C Em Em/G Am/C Em G Am Em G Am/C Em Em/G Am/C Em Em/G Am/C Em Em/G Am Em G C Em G C Em G C Em G Am/C Em G C Em G C Em G C Em G Am/C Em G C Em C Em Am Em G Am/C Em Em/G Am/C Em Em/G Am/C Em G Am Em G Am/C Em Em/G Am/C Em Em/G Am/C Em Em/G Am Em G C Em C Em Am Em G Am/C Em Em/G Am/C Em Em/G Am/C Em G Am Em G Am/C Em Em/G Am/C Em Em/G Am/C Em Em/G Am Em G Am/C Em Em/G Am/C Em Em/G Am/C Em Em/G Am Em G Am/C Em Em/G C
60,X Ambassadors,UNSTEADY,690.0,https://tabs.ultimate-guitar.com/x/x_ambassadors/unsteady_crd.htm,Bm G D A Bm G D A Bm G D A Bm G D A Bm A G D Bm A G D Bm A G D Bm A G Bm G D A Bm G D A Bm G D A Bm G D A Bm A G D Bm A G Bm A G D Bm A G Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A
61,"Lil Wayne, Wi",SUCKER FOR PAIN,75.0,https://tabs.ultimate-guitar.com/l/lil_wayne_wiz_khalifa_imagine_dragons/sucker_for_pain_crd.htm,Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E Am Dm F E
62,Beyonce,SORRY,15.0,https://tabs.ultimate-guitar.com/tab/1839837,G D G D A F#m G D G D G D G D D A D A D A D A G D G D G D G D D A D A D A D G D G D G D G D D A D A D A D A G D G D G D G D D A D A D A D G D G D G D G D D A D A D A D A G F#m G F#m G F#m G F#m G F#m G F#m G F#m G
63,The Weeknd,CAN'T FEEL MY FACE,366.0,https://tabs.ultimate-guitar.com/t/the_weeknd/cant_feel_my_face_crd.htm,G F Am G F Am G F Am G F Am G F Am C G F Am G F Am G F Am G F Am G F Am G F Am C G F Am G F Am G F Am G F Am G F Am G F Am G F Am C G F Am G F Am G F Am G F Am G F Am
64,Coldplay,HYMN FOR THE WEEKEND,435.0,https://tabs.ultimate-guitar.com/c/coldplay/hymn_for_the_weekend_crd.htm,Dm G Am Am Dm G Am Dm G Am Dm G Am Dm Am Dm G Am Dm G Am Dm G Am Dm Am Am F Dm Am G Am F G Am C F G Am F G Am F G Am F G Am Dm G Am Dm G Am Dm G Am Dm G Am Dm G Am Dm Am Am F G Am C F G Am F G Am F G Am F G Am F Dm Am F G Am F G Am F G Am F G Am F G Am F G Am F G Am F G Am F G Am
65,Tory Lanez,SAY IT,13.0,https://tabs.ultimate-guitar.com/t/tory_lanez/say_it_crd.htm,Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E Gmaj7 F#11 Bm E
66,Travis Scott,ANTIDOTE,6.0,https://tabs.ultimate-guitar.com/t/travi_scott/antidote_crd.htm,C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B C# B B C# B C# B C# B C# B C# B C# B C# B
67,Ruth B,LOST BOY,1391.0,https://tabs.ultimate-guitar.com/r/ruth_b/lost_boy_ver2_crd.htm,Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G Am D Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G Am D Em G C G Em G C G Em G C G Em G C G Em G Em G C G Em G C G Em G C G Em G C G Am D Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G
68,Ariana Grande Featuring Nicki Minaj,SIDE TO SIDE,34.0,https://tabs.ultimate-guitar.com/a/ariana_grande/side_to_side_crd.htm,Em B D Em B D C B D Em B D Em B D Em B D C B D Em B D Em B D Em B D C B D Em B D Em B D Em B D C B D Em Em B D Em B D C B D Em B D Em B D Em B D C B D Em B D Em B D Em B D C B D Em B D Em B D Em B D C B D Em Em B D Em B D C B D Em Em B D Em B D C B D Em B D Em B D Em B D C B D Em B D Em B D Em B D C B D Em B D Em B D Em B D C B D Em B D Em B D Em B D C B D Em B D Em B D Em B D C B D Em Em B D Em B D C B D Em B D Em B D Em B D C B D Em B D Em B D Em B D C B D Em B D
69,Daya,"SIT STILL, LOOK PRETTY",51.0,https://tabs.ultimate-guitar.com/d/daya/sit_still_look_pretty_crd.htm,D D Bm G D Bm G G/E D Bm G G/E D G G/E D G G/E D Bm G D Bm G G/E D Bm G G/E D G G/E D G G/E D G G/E D G G/E D G G/E D G G/E D G G/E
70,Taylor Swift,WILDEST DREAMS,1285.0,https://tabs.ultimate-guitar.com/t/taylor_swift/wildest_dreams_crd.htm,C Em D C Em D C Em D C Em D C Em D C Em D G D Am C G D Am C G D Am C G D Am C C Em D C Em D C Em D C Em D G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C
71,DJ Snake Featuring Bipolar Sunshine,MIDDLE,58.0,https://tabs.ultimate-guitar.com/d/dj_snake/middle_crd.htm,D C#m D C#m D C#m D C#m D C#m D C#m D E D E D E D C#m D E F#m C#m D E C#m D D E F#m C#m D E F#m F#m D C#m D C#m D E D C#m D E D C#m D E D C#m D E F#m C#m D E C#m D D E F#m C#m
72,Ellie Goulding,ON MY MIND,40.0,https://tabs.ultimate-guitar.com/e/ellie_goulding/on_my_mind_crd.htm,G A Bm G A Bm G A Bm Em A G A Bm G A Bm G A Bm Em A G A Bm G A Bm G A Bm Em A G A Bm G A Bm G A Bm Em A G A Bm G A Bm G A Bm Em A G A Bm G A Bm G A Bm Em A G A Bm G A Bm G A Bm Em A Bm G A Bm G A Bm Em A G A Bm G A Bm G A Bm Em A G A Bm G A Bm G A Bm Em A G A Bm G A Bm G A Bm Em A G Em Bm A G Em Bm A G Em Bm A G Bm A F# G A Bm G A Bm G A Bm Em A G A Bm G A Bm G A Bm Em A G A Bm G A Bm G A Bm Em A Em
73,Adele,WHEN WE WERE YOUNG,1872.0,https://tabs.ultimate-guitar.com/a/adele/when_we_were_young_crd.htm,Am Em F C/E Dm C Am Em F C/E Dm C Am Em F C/E Dm C C C/B Am Em F C/E Dm C C C/B Am Em F C/E Dm G F G Em F F G Em G C Em F G C Em F G Am C/E F Fm Dm F G Am Em F C/E Dm C Am Em F C/E Dm G F G Em F F G Em G C Em F G C Em F G Am C/E F Fm Dm F G G/Ab Am C/G F C/E Am C F G/Ab Am C/G F C/E Dm C G G/Ab Am C/G F C/E Dm G F G Em F F G Em G C Em F G C Em F G C Em F G C Em F G Am C/E F G Am C/E F Fm Dm F G Em C
74,Daya,HIDE AWAY,103.0,https://tabs.ultimate-guitar.com/d/daya/hide_away_crd.htm,D Em Bm D Em Bm D Em Bm D Em Bm D Em Bm D Em Bm D Em Bm D Em Bm D Em Bm Bm G D Bm G D Bm D Bm G D D Em Bm D Em Bm D Em Bm D Em Bm D Em Bm D Em Bm D Em Bm D Em Bm Bm G D Bm G D Bm D Bm G D D D D D D D D D Bm G D Bm G D Bm D Bm G D Bm G D Bm G D Bm D Bm G D
75,Shawn Mendes & Camila Cabello,I KNOW WHAT YOU DID LAST SUMMER,292.0,https://tabs.ultimate-guitar.com/s/shawn_mendes/i_know_what_you_did_last_summer_crd.htm,Am F G C G Am F G C G Am F G C G F F G Am Am F G Am E Am F G C G Am F G C G Am F G C G Am F G C G Am F G C G Am F G C G F G Am F G Am E Am F G C G Am F G C G F G Am Em F G Am Em F G Am Em F G Am Em F G Am Em F G Am Em Am F G C G Am F G C G Am F G C G Am F G C G Am
76,Chris Brown,BACK TO SLEEP,3.0,https://tabs.ultimate-guitar.com/c/chris_brown/back_to_sleep_crd.htm,G Am F G Am F G Am F G Am F G G Am F G Am F G G Am F G Am F G Am F G Am F G G Am F G Am F G F G Em F F G G G G G Am F G Am F G G Am F
77,Fifth Harmony Featuring Fetty Wap,ALL IN MY HEAD (FLEX),33.0,https://tabs.ultimate-guitar.com/f/fifth_harmony/all_in_my_head_flex_ver2_crd.htm,F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Am G E/G# F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Am G E/G# F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Am G E/G# F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am C F Em Am
78,Hailee Steinfeld & Grey Featuring Zedd,STARVING,209.0,https://tabs.ultimate-guitar.com/h/hailee_steinfeld/starving_ver2_crd.htm,C Dm Am G C Dm Am G C Dm Am G C Dm Am G C C Dm Am G C Dm Am G C Dm Am G C Dm Am G C Dm Am G C Dm Am G C C Dm Am G C Dm Am G C Dm Am G C Dm Am G C G C C Dm Am G C Dm Am G C Dm Am G C Dm Am G C Dm Am G C Dm Am G C Dm Am G C Dm Am G C C Dm Am G C Dm Am G C
79,Coldplay,ADVENTURE OF A LIFETIME,205.0,https://tabs.ultimate-guitar.com/c/coldplay/adventure_of_a_lifetime_crd.htm,Dm G Am Am Dm G Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Am Dm G Am Am/G Dm G Am Em Dm G Am Am Dm G Am Am/E Am/C Dm G Am Am/E Am/C Dm G Am Dm G Am Am/E Am/C Dm G Am Am
80,Tim McGraw,HUMBLE AND KIND,404.0,https://tabs.ultimate-guitar.com/t/tim_mcgraw/humble_and_kind_ver2_crd.htm,G Em C G Em C G G Em C G G Em C G Em C G G Em C G G Em C G G Em C G G Em C G G Em C G
81,Wiz Khalifa Featuring Charlie Puth,SEE YOU AGAIN,836.0,https://tabs.ultimate-guitar.com/w/wiz_khalifa/see_you_again_ver5_crd.htm,Em G C G Em G C G Em G C G Em G C G C G Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G C G Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G Em G C G C G D C G D C G G Em C G D C D G Em G C G Em G C G Em G C G Em G C G C G
82,One Direction,PERFECT,341.0,https://tabs.ultimate-guitar.com/o/one_direction/perfect_crd.htm,D D G Bm G D G Bm G D G Bm G D G Bm G D G Bm G D G Bm G D D G Bm G D G Bm G D G Bm G D G Bm G D G Bm G D G Bm G D D G Bm G D G Bm G D G Bm G D
