,artist,title,rating,url,chords,top_1,top_2,top_3
10,The Pussycat Dolls Featuring Snoop Dogg,BUTTONS,5.0,https://tabs.ultimate-guitar.com/t/the_pussycat_dolls/buttons_crd.htm,F Dm A Dm A Dm A Dm A Dm A Dm A Dm,F Dm,A Dm,Dm A
11,Ne-Yo,SO SICK,158.0,https://tabs.ultimate-guitar.com/n/ne-yo/so_sick_ver2_crd.htm,C#m A E B C#m A E B C#m A E B A C#m A E B C#m A E B C#m A E B A C#m A E B C#m A E B C#m A E B A C#m A E B C#m A E B C#m A E B A C#m A E B C#m A E B C#m A E B A B A B A B A B A C#m A E B C#m A E B C#m A E B A C#m A E B C#m A E B C#m A E B A C#m A E B C#m A E B C#m A E B A,E B,C#m A,A E
12,Rihanna,SOS,5.0,https://tabs.ultimate-guitar.com/r/rihanna/sos_crd.htm,F#5 A5 D5 A5 F#5 A5 D5 A5 F#5 A5 D5 A5 F#5,D5 A5,A5 D5,F#5 A5
13,Panic! At The Disco,I WRITE SINS NOT TRAGEDIES,284.0,https://tabs.ultimate-guitar.com/p/panic_at_the_disco/i_write_sins_not_tragedies_ver2_crd.htm,Am Dm F Am Dm F Am G Dm Am G Dm F Am G Dm Am G Dm Am Dm F Am Dm F Am G Dm Am G Dm F Am F F Am G Dm Am G Dm F Am G Dm Am G Dm F Am G Dm Am,G Dm,Am G,Dm F
14,The All-American Rejects,MOVE ALONG,131.0,https://tabs.ultimate-guitar.com/t/the_all-american_rejects/move_along_crd.htm,C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C C C C F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C,G Am,Am F,C G
15,Fergie,LONDON BRIDGE,3.0,https://tabs.ultimate-guitar.com/f/fergie/london_bridge_acoustic_crd.htm,Am D Am C G F Am D Bb C G Em G E Am D C Em E Bb Am D Am D Am D Am D Am D Am D Am D Am D Am D Am C G F Am D Am D Am C G F Am D Am D Am Am C G F Am D Bb C G G Em Bb C G G E Am D,G E,Em E,G F
16,Red Hot Chili Peppers,DANI CALIFORNIA,499.0,https://tabs.ultimate-guitar.com/r/red_hot_chili_peppers/dani_california_ver2_crd.htm,Am G Dm Am Am G Dm Am Am G Dm Am Am G Dm Am Am G Dm Am Am G Dm Am Am G Dm Am Am G Dm Am Am G Dm Am Am G Dm F C Dm G F C Dm G F C Dm G F C Dm Am G Dm Am Am G Dm Am Am G Dm Am Am G Dm Am Am G Dm Am Am G Dm F C Dm G F C Dm G F C Dm G F C Dm Bm G D F# Bm G D F# Bm G D F# Bm Am G Dm Am Am G Dm Am Am G Dm Am Am G Dm E7 F C Dm G F C Dm G F C Dm G F C Dm F C Dm G F C Dm G F C Dm G F C Dm F C Dm G F C Dm G F C Dm G F C Dm G Dm F C Dm G F C Dm G F C Dm G F C Dm,D F#,F# Bm,G D
17,Rascal Flatts,WHAT HURTS THE MOST,381.0,https://tabs.ultimate-guitar.com/r/rascal_flatts/what_hurts_the_most_crd.htm,Em D Cadd9 Em7 D Cadd9 D Em7 D C D Cadd9 D Em7 Cadd9 D Em D Cadd9 G C D Em D Cadd9 G Dsus4 D Em7 D Cadd9 Em7 D Cadd9 D Em7 D Cadd9 D Cadd9 D Em7 D Cadd9 D Em D Cadd9 G C D Em D Cadd9 G Dsus4 D C D C Em D Cadd9 Em D Cadd9 Em D Cadd9 G C D D#m Em Em D Cadd9 G C D G Cadd9 D Em7 D Cadd9 Em7 D Cadd9,G Dsus4,G C,D#m Em
18,The Fray,HOW TO SAVE A LIFE,1396.0,https://tabs.ultimate-guitar.com/t/the_fray/how_to_save_a_life_crd.htm,G D/F# Em D D/F# G D/F# Em D D/F# G D/F# Em D D/F# G D/F# Em D D/F# C D Em G D/F# C D Em G D/F# G D/F# Em D D/F# G D/F# Em D D/F# G D/F# Em D D/F# G D/F# Em D D/F# C D Em G D/F# C D Em G D/F# G D/F# Em D D/F# G D/F# Em D/F# G D/F# Em D/F# G D/F# Em D/F# C D Em G D/F# C D Em G D/F#,C D,Em D,D/F# C
19,Rihanna,UNFAITHFUL,199.0,https://tabs.ultimate-guitar.com/r/rihanna/unfaithful_ver3_crd.htm,Am Dm Am Dm F F E Am Dm Am Dm F F E Am Dm Am Dm F F E F G Am F G F Am F Dm G Am F G Dm Am F Dm G F G Am Dm Am Dm Am Dm Am Dm F F E Am Dm Am Dm F F E F G Am F G F Am F Dm G Am F G Dm Am F Dm G F G F G Am G C F G F Am F Dm G Am F G Am F Dm G Am F G Dm Am F Dm G F G Am,G C,F E,C F
20,Snow Patrol,CHASING CARS,1990.0,https://tabs.ultimate-guitar.com/s/snow_patrol/chasing_cars_crd.htm,A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A,E/G# D,A E/G#,D A
21,Hinder,LIPS OF AN ANGEL,421.0,https://tabs.ultimate-guitar.com/h/hinder/lips_of_an_angel_crd.htm,"Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 C5 G D Asus4 C5 G D Asus4 Bm G... Bm Asus4 G Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 C5 G D Asus4 C5 G D Asus4 Bm G... F C D F C D F C D F C D D Asus4 C5 G D Asus4 C5 G D Asus4 Bm G... Asus4, Bm, G, D Bm G... Asus4, Bm, G, D Asus4 Bm G D","Asus4, Bm,","Bm, G,","G... Asus4,"
22,Cascada,EVERYTIME WE TOUCH,163.0,https://tabs.ultimate-guitar.com/c/cascada/everytime_we_touch_ver5_crd.htm,"Em, G, D, C. Em G D C Em G D D C G D Em C G D C D Em C D Em C G D Em G D C D Em C D Em C G D Em G D Em G D C Em G D C G D Em C G D D C D Em C D Em C G D Em G D C D Em C D Em C G D Em G D","D, C.","G, D,","Em, G,"
23,Christina Aguilera,AIN'T NO OTHER MAN,3.0,https://tabs.ultimate-guitar.com/c/christina_aguilera/aint_no_other_man_crd.htm,E7 E7 A7 E7 A7 E7 A7 E7 C7 B7 A7 E7 A7 E7 A7 E7 A7 E7 E7 A7 E7 A7 E7 A7 E7 C7 B7 A7 E7 E7 A7 E7 A7 E7 A7 E7 C7 B7 A7 E7 E7 A7 E7 A7 E7 A7 E7 C7 B7 A7 E7,C7 B7,B7 A7,A7 E7
24,Fall Out Boy,"DANCE, DANCE",64.0,https://tabs.ultimate-guitar.com/f/fall_out_boy/dance_dance_crd.htm,Bm D G D Bm D G D Bm D G D Bm D G D Bm D5 Bm D5 Bm D5 Gm D5 Bm D5 Gm F# Bm D5 Gm F# Bm Gm F# Bm D5 Gm F# Bm D5 Gm F#m Bm D5 Gm F# Bm D5 Gm F# Bm Gm F# Bm D5 Gm F# E B C# D5 C# D5 C# D5 Em Bm Bm,E B,B C#,F# E
25,Kanye West Featuring Jamie Foxx,GOLD DIGGER,14.0,https://tabs.ultimate-guitar.com/k/kanye_west/gold_digger_crd.htm,G#7 C#7 G#7 C#7 G#7 C#7 G#7 C#7 G#7 C#7 G#7 C#7 G#7 C#7 G#7 C#7 G#7 C#7,,,
26,Nickelback,PHOTOGRAPH,314.0,https://tabs.ultimate-guitar.com/n/nickelback/photograph_ver3_crd.htm,D A C G D D A C G D D A C G D D A C G C G D A C G D A C G D A C G D A C G D D A C G C G D A C G D A C G D A C G D A C G D D A C D A C G D A C G D A C G,A C,C G,D A
27,Kelly Clarkson,BECAUSE OF YOU,266.0,https://tabs.ultimate-guitar.com/k/kelly_clarkson/because_of_you_ver6_crd.htm,Cadd9 G Bm Em D D/F# G D/F# Em D/F# G D/F# Em D/F# G D/F# Em D/F G D/F# Em D Em Cadd9 D Em Cadd9 D B7 Cadd9 G D B7 Cadd9 D G D/F# Em D/F# G G D/F# Em D/F# G G D/F# Em D/F# G G D/F# Em D Em Cadd9 D Em Cadd9 D Cadd9 G D B7 Cadd9 D Bm Em D Bm Em D Bm Em D Bm Em D Em Cadd9 D Em Cadd9 D Cadd9 G D B7 Cadd9 D Em Cadd9 D Em Cadd9 D,Em D/F,B7 Cadd9,D/F G
28,The Pussycat Dolls,STICKWITU,12.0,https://tabs.ultimate-guitar.com/t/the_pussycat_dolls/stickwitu_ver2_crd.htm,D-F#m-Bm-A D F#m Bm A D F#m Bm A D F#m Bm A D F#m Bm A D F#m Bm A D F#m Bm A D F#m Bm A D F#m Bm A D F#m D A D F#m Bm A D F#m Bm A D F#m Bm A D F#m Bm A D F#m Bm A D Bm C#m F#m D F#m Bm A DM7 C#m F#m DM7 C#m F#m DM7 C#m F#m Bm E D F#m Bm A D F#m Bm A D Bm C#m F#m D F#m Bm A D F#m Bm A D F#m Bm A D Bm C#m F#m D F#m Bm A,DM7 C#m,Bm E,D-F#m-Bm-A D
29,Fort Minor Featuring Holly Brook,WHERE'D YOU GO,28.0,https://tabs.ultimate-guitar.com/f/fort_minor/whered_you_go_ver2_crd.htm,C G Am F C G Am F C G Am F Am G Am G C G Am F C G Am F C G Am F C G Am F Am G Am G C G Am F C G AM F Am G Am G Am G Am F F G) G C G Am F C G Am F C-G-Am-F,F C-G-Am-F,F G),AM F
30,Chris Brown,YO (EXCUSE ME MISS),10.0,https://tabs.ultimate-guitar.com/c/chris_brown/yo_excuse_me_miss_crd.htm,Emaj7 Cmaj7 C#m7 Am7 G#m7 Em7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7 Emaj7 Emaj7 C#m7 C#m7 G#m7 G#m7 G#m7 G#m7,Emaj7 Cmaj7,Cmaj7 C#m7,C#m7 Am7
31,Kelly Clarkson,WALK AWAY,17.0,https://tabs.ultimate-guitar.com/k/kelly_clarkson/walk_away_crd.htm,G G Bb Bb C C C C G G Bb Bb C C C C G G Bb Bb C C C C G G Bb Bb C C C C G F C G F C G Bb C C,G F,G Bb,F C
32,T.I.,WHAT YOU KNOW,66.0,https://tabs.ultimate-guitar.com/c/cinderella/dont_know_what_you_got_till_its_gone_crd.htm,A E F#m D A E F#m E F#m E D A E F#m E F#m E D A Bm F#m Bm F#m E D A E D A E F#m E D A E D A E F#m E D A E F#m E F#m E D A E F#m E F#m E D A Bm F#m Bm F#m E D A E D A E F#m E D A E D A E F#m E D A C#m A C#m E D A A E D A E F#m E D A E D A E F#m E D A,Bm F#m,D A,A C#m
33,The All-American Rejects,DIRTY LITTLE SECRET,115.0,https://tabs.ultimate-guitar.com/t/the_all-american_rejects/dirty_little_secret_crd.htm,G:320022 E:022100 F#m:044222 Bm:004432 D:000232 A/G A E F#m D A E F#m D Bm F#m D E A D F#m E A D F#m E D A E F#m D A E F#m D Bm F#m D E A D F#m E A D F#m E D F#m D F#m D F#m D A D F#m E A D F#m A D F#m E A D F#m E D F#m D F#m D A,E:022100 F#m:044222,F#m:044222 Bm:004432,D:000232 A/G
34,Nickelback,SAVIN' ME,189.0,https://tabs.ultimate-guitar.com/n/nickelback/savin_me_ver2_crd.htm,G D A Em G D Em G D A Em G D Em G D Em Bm D A Em Bm D A Em G D A Em G D Em G D A Em G D Em G D A Em G D Em G D Em Bm D A Em Bm D A Em G D A Em G D Em G D A Em G D A Em G D A Em G D Em G D Em G D Em Bm D A Em Bm D A Em G D A Em G D Em G D A Em G D Em,Em Bm,A Em,G D
35,Ne-Yo,SEXY LOVE,6.0,https://tabs.ultimate-guitar.com/n/ne-yo/sexy_love_crd.htm,Ab Bb Gm Ab Eb Bb Ab Bb Gm Ab Bb Gm Ab Bb Gm Ab Eb Bb Ab Bb Gm Ab Bb Gm Ab Bb Gm Ab Eb Bb Ab Bb Gm Ab Bb Gm Ab Bb Gm Ab Eb Bb Ab Bb Gm Ab Bb Gm Ab Bb Gm Ab Eb Bb Ab Bb Gm Ab Bb Gm Ab Bb Gm Ab Eb Bb Ab Bb Gm Ab Bb Gm Ab Bb Gm Ab Eb Bb Bb Gm Ab Bb Gm Ab Ab Bb Gm Ab Bb Gm Ab Bb Gm Ab Eb Bb Ab Bb Gm Ab Bb Gm Ab,Bb Gm,Eb Bb,Ab Eb
36,Nickelback,FAR AWAY,273.0,https://tabs.ultimate-guitar.com/n/nickelback/far_away_crd.htm,C G Am F C G Am F C G Am F C G Am F Dm Dm F G C G Am F C C G Am F C C G Am F F C C G Am F C G Am F C G Am F C G Am F Dm F G C G Am F C C G Am F C C G Am F F C C G Am F C G Am Am F C C G Am Am F Dm Dm F G C G Am F C C G Am F D A Bm G D D A Bm G D D A Bm G D D A Bm Bm G D D A Bm G D D A Bm Bm G D D A Bm G D D A Bm G D,A Bm,Dm Dm,D A
37,Nick Lachey,WHAT'S LEFT OF ME,29.0,https://tabs.ultimate-guitar.com/n/nick_lachey/whats_left_of_me_ver2_crd.htm,Bb F Dm C Bb F Dm C Bb F Dm C Bb F C G Bb G C G Em D C G D Am G D Am G C C G Em D Bb F Dm C Bb F Dm C Bb F C G Bb G C G Em D C G D Am G D Am G C Am G C Am C G Am G C C G Em D C G Em D C G D C G D C G Em D C G D Am G D Am G C Am C C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D G,F Dm,Bb F,Em D
38,Cherish Featuring Sean Paul Of The YoungBloodZ,DO IT TO IT,53.0,https://tabs.ultimate-guitar.com/t/tina_turner/whats_love_got_to_do_with_it_ver2_crd.htm,Em7 D Em7 D C D C D C D Em7 D C D Em7 D C D Em7 D C D Em7 D C D Em7 D Em7 D C D C D C D Em7 D C D Em7 D C D Em7 D C D Em7 D C D G A G A F G Em7 A Em7 D C D Em7 D C D Em7 D C D Em7 D C D Em7 D C D Em7 D C D Em7 D C D Em7 D C D,F G,A F,G A
39,KT Tunstall,BLACK HORSE & THE CHERRY TREE,129.0,https://tabs.ultimate-guitar.com/k/kt_tunstall/black_horse_and_the_cherry_tree_crd.htm,Cmaj7 Dmaj7 Em B7 Em Em B7 Em Em B7 Em Em B7 Em Em B7 Em Em D Dmaj7 Cmaj7 Em Em D C7 Em Em D Dmaj7 Cmaj7 Em D C7 Em Em B7 Em Em B7 Em Em B7 Em Em B7 Em Em B7 Em Em D Dmaj7 Cmaj7 Em Em D C7 Em Em D Dmaj7 Cmaj7 Em D C7 Em Em D Dmaj7 Cmaj7 Em C7 Em Em D Dmaj7 Cmaj7 Em D C7 C7 Em Em D Dmaj7 Cmaj7 Em Em D C7 Em Em D Dmaj7 Cmaj7 Em Em D Dmaj7 Cmaj7 Em Em D Dmaj Cmaj Em Em D C7 Em,Dmaj Cmaj,D Dmaj,Dmaj7 Cmaj7
40,Justin Timberlake Featuring T.I.,MY LOVE,33.0,https://tabs.ultimate-guitar.com/j/justin_timberlake/my_love_crd.htm,Em Bm Am Em Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Em,Am Em,Bm Am,Em Bm
41,Akon Featuring Eminem,SMACK THAT,11.0,https://tabs.ultimate-guitar.com/a/akon/smack_that_ver2_crd.htm,F C G Am F C G Am F C G Am F C G Am F C G Am,G Am,C G,F C
42,Ray J,ONE WISH,3.0,https://tabs.ultimate-guitar.com/r/ray_j/one_wish_crd.htm,Am F C G Am F C G,Am F,C G,F C
43,Fall Out Boy,"SUGAR, WE'RE GOIN' DOWN",505.0,https://tabs.ultimate-guitar.com/f/fall_out_boy/sugar_were_going_down_crd.htm,D G Bm G D G Bm G D G Bm G D G Bm G D G Bm G D G Bm G F#m G A Bm G Bm G D G Bm G D G Bm G D G Bm G Bm G D G Bm G D G Bm G D G Bm G D G Bm G F#m G A Bm G Bm G D G Bm G D G Bm G D Bm D Bm D G Bm G D G Bm G,A Bm,G F#m,F#m G
44,Bon Jovi,WHO SAYS YOU CAN'T GO HOME,105.0,https://tabs.ultimate-guitar.com/b/bon_jovi/who_says_you_cant_go_home_crd.htm,G C Am C G G C Am C G C D G C Am C G C D Em C G Em C D G G C Am C G C D G C Am C G C D G C Am C G C Am C G C D G C Am C G C D G G C Am C G C D G C Am C G C D G C Am C G C Am C G C Am C G C G G Em C D G C Am C G C D G G C Am C G D G C Am C G C D G C Am C,D Em,D G,Em C
45,JoJo,TOO LITTLE TOO LATE,46.0,https://tabs.ultimate-guitar.com/j/jojo/too_little_too_late_ver4_crd.htm,C Em D C Em D C Em D C Em D C Em D C Em D C Em G D C Em G D Am G Em D Am G Em D Am G Em D Am G Em D C-Em-D C-Em-D C Em D C Em D C Em G D C Em G D Am G Em D Am G Em D Am G Em D Am G Em D C D C Am Em C D C-G-Em-D C-G-Em-D Am G Em D Am G Em D Am G Em D Am G Em D C-G-Em-D C-G-Em-D Am G Em D Am G Em D Am G Em D Am G Em D,C-Em-D C-Em-D,C-G-Em-D C-G-Em-D,Am G
46,Rascal Flatts,LIFE IS A HIGHWAY,61.0,https://tabs.ultimate-guitar.com/r/rascal_flatts/life_is_a_highway_crd.htm,Dm C Bb F C Bb C Bb F C Bb F C Dm C Bb G Dm C Bb F C Bb C Dm-C Bb F C Bb C Bb F C C Bb F C C Dm C Bb G Dm C Bb F C Bb C Dm-C Bb F C Bb C Gm Bb Dm C Gm Bb C Dm C Bb F C Bb C Dm C Bb G,G Dm,Dm-C Bb,Bb G
47,Evanescence,CALL ME WHEN YOU'RE SOBER,45.0,https://tabs.ultimate-guitar.com/e/evanescence/call_me_when_youre_sober_ver2_crd.htm,Em C Eb G Esus4 Am Em C Em Eb G Eb C Esus4 G Em Am Em Am Em Am Em Am C Esus4 Em C Em Eb G Eb C Esus4 G Em C Em Eb G Eb C Esus4 G C G C G Eb G Eb Esus4 C Am Em Esus4 C Am Em,Am Em,G Eb,Eb G
48,Carrie Underwood,"JESUS, TAKE THE WHEEL",125.0,https://tabs.ultimate-guitar.com/c/carrie_underwood/jesus_take_the_wheel_crd.htm,D A Bm A D A Bm A D A Bm A G D A Bm A D A Bm A D A Bm A G D A E Bm D A E Bm D D A Bm A D A G D A Bm A D A Bm A D A Bm A G D G D A E Bm D A E Bm D A E Bm D A E Bm D Bm D A Bm A D A Bm A Bm A,E Bm,G D,A E
49,Ciara Featuring Chamillionaire,GET UP,4.0,https://tabs.ultimate-guitar.com/t/tegan_and_sara/when_i_get_up_crd.htm,A# F G E F G F C G,E F,G E,A# F
50,Blue October,HATE ME,200.0,https://tabs.ultimate-guitar.com/b/blue_october/hate_me_ver2_crd.htm,G Em C Am G Em C Am G Em C D Em G Em C D G G Em C Am G Em C Am G Em C D Em G Em C D G Am7 D G Em Am7 D G Em Am7 D G Em Am7 D G Em C D Em G Em C D G Em C D G,Am7 D,C Am,Em C
51,Lifehouse,YOU AND ME,678.0,https://tabs.ultimate-guitar.com/l/lifehouse/you_and_me_ver4_crd.htm,G Cadd9 Dsus4/F# G/B Em7 Dsus4 A7sus4 Dsus C D Am Bm G Cadd9 Dsus4/F# G/B Em7 Dsus4 Cadd9 G Cadd9 Dsus4/F# G/B Em7 Dsus4 Cadd9 G Cadd9 Dsus4/F# G/B Em7 Dsus4 Cadd9 G A7sus4 Cadd9 Em7 G Em7 Dsus G A7sus4 Cadd9 Em7 G Em7 Dsus Cadd9 G Cadd9 Dsus4/F# G/B Em7 Dsus4 Cadd9 G Cadd9 Dsus4/F# G/B Em7 Dsus4 Cadd9 G A7sus4 Cadd9 Em7 G Em7 Dsus G A7sus4 Cadd9 Em7 G Em7 Dsus G Bm C G D Em7 Am D Bm Cm G A7sus4 Cadd9 Em7 G Em7 Dsus G A7sus4 Cadd9 Em7 G Em7 Dsus G A7sus4 Cadd9 Em7 G Em7 Dsus G A7sus4 Cadd9 Em7 G Em7 Dsus G Cadd9 Dsus4/F# G/B Em7 Dsus4 Cadd9 G Cadd9 Dsus4/F# G/B Em7 Dsus4 Cadd9,Bm Cm,Bm C,D Am
52,Chris Brown,SAY GOODBYE,9.0,https://tabs.ultimate-guitar.com/c/chris_brown/say_goodbye_crd.htm,Am: F: C: G: Dm: Bm: G: D: A: Em: A Em D] A] A Em D] A] G D A] Em: C: G: D: Gm: D Gm G] D] D Gm G] D] C G D] Am G Dm C F G Am G Dm C F G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G,Dm: Bm:,Am: F:,Gm G]
53,John Mayer,WAITING ON THE WORLD TO CHANGE,406.0,https://tabs.ultimate-guitar.com/j/john_mayer/waiting_on_the_world_to_change_ver5_crd.htm,D Bm G D A Bm G D D Bm G D A Bm G D D Bm G D A Bm G D D Bm G D A Bm G D D G Bm G A Bm G D D Bm G D A Bm G D D Bm G D A Bm G D D Bm G D A Bm G D D G Bm Em A Bm G D D Bm G D A Bm G D D G Bm G A Bm G D A Bm G D A Bm G D G D,Em A,Bm Em,A Bm
54,The Black Eyed Peas,PUMP IT,3.0,https://tabs.ultimate-guitar.com/t/the_black_eyed_peas/pump_it_crd.htm,E E F G# F E G E G F G# F E E A G F E F E F E E F E F E A E C C E G E G E G E G A E C C E,C C,G# F,F G#
55,Eminem,WHEN I'M GONE,28.0,https://tabs.ultimate-guitar.com/e/eminem/when_im_gone_ver2_crd.htm,C D Em C D Em C D Em C Em D C D Em C D Em C D Em C Em D C D Em C D Em C D Em C Em D C D Em C Em D C D Em C D Em C D Em C Em D C D Em C D Em C D Em C Em D C D Em C Em D C D Em C Em D C D Em C Em D C D Em C Em D C D Em Em D C D Em C Em D C D Em C Em D C D Em C Em C D Em C Em D C D Em C Em D,C D,D Em,Em C
56,Madonna,HUNG UP,15.0,https://tabs.ultimate-guitar.com/m/madonna/hung_up_crd.htm,Dm F Am Dm Dm F Am Dm Dm F Am Dm Dm Am Dm Dm Am Dm Dm Dm Dm Dm Bb F Am Dm Bb F Am D Bb F Am Dm Bb F Am Dm,Am D,D Bb,Bb F
