,artist,title,rating,url,chords,top_1,top_2,top_3
15,Lorde,TEAM,303.0,https://tabs.ultimate-guitar.com/l/lorde/team_ver2_crd.htm,C C Am G C C Am G C C Am G F Am G Em Am F Am G Am F Am G C C Am G C C Am G F Am G Em Am F Am G F F Am G F Am G F Am G Em Am F Am G F F Am G F Am G F,G Em,Am G,C C
16,Passenger,LET HER GO,6720.0,https://tabs.ultimate-guitar.com/p/passenger/let_her_go_crd.htm,G F G Am G F G Am G F G Am G F G Am F C G Am F C G F C G Am F C G Am F G Em Am F G Am F G Em Am F G Am F G Em Am F G F C G Am F C G F C G Am F C Am F G Em Am F G Am F G Em Am F G F C G Am F C G F C G Am F C Am F G Am F G Am F G Em Am F G F C G Am F C G F C G Am F C F C G Am F C G F C G Am F C G Am,Em Am,F C,G Em
17,Lorde,ROYALS,998.0,https://tabs.ultimate-guitar.com/l/lorde/royals_crd.htm,D D D D D D Cadd9 G D D Cadd9 G D D Cadd9 G D Cadd9 G D D D D D D Cadd9 G D D Cadd9 G D D Cadd9 G D Cadd9 G D Cadd9 G D Cadd9 G D D Cadd9 G D Cadd9 G D,Cadd9 G,D Cadd9,G D
18,Idina Menzel,LET IT GO,1870.0,https://tabs.ultimate-guitar.com/i/idina_menzel/let_it_go_crd.htm,Em C D Asus4 Am Em C D Asus4 A Em C D Asus4 Am Em D A D C D C Cadd2 G Dsus4/F# Em7 Cadd9 G Dsus4/F# Em7 Cadd9 G Dsus4/F# Em7 Cadd9 Bm7 Bb C G Dsus4/F# Em C D Am Em D Asus4 A D Cadd9 D Cadd9 Cadd2 G Dsus4/F# Em7 Cadd9 G Dsus4/F# Em7 Cadd9 G Dsus4/F# Em7 Cadd9 Bm7 Bb C C C D Em C D Am C G Dsus4/F# Em7 Cadd9 G Dsus4/F# Em7 Cadd9 G Dsus4/F# Em7 Cadd9 Cm Bm7 Bb C C,Asus4 A,Bm7 Bb,Cm Bm7
19,Avicii,WAKE ME UP!,1030.0,https://tabs.ultimate-guitar.com/a/avicii/wake_me_up_ver2_crd.htm,Bm G D A Bm G D A Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G Bm G Bm G,A Bm,Bm G,D A
20,Imagine Dragons,DEMONS,1836.0,https://tabs.ultimate-guitar.com/i/imagine_dragons/demons_ver2_crd.htm,C G Am F C G Am F C G Am F C G Am F C C G Am F C G Am F C C G Am F C G Am F C G Am F C G Am F C C G Am F C G Am F C C G Am F C G Am F C C G Am F C G Am F C,Am F,G Am,C G
21,One Direction,STORY OF MY LIFE,537.0,https://tabs.ultimate-guitar.com/o/one_direction/story_of_my_life_ver7_crd.htm,D G Bm A Em Bm D Bm D Bm D Bm D Bm G D Bm G D G A Bm G A Bm G A Bm A D G Bm G D D G Bm G D Bm D Bm D Bm G D Bm G D G A Bm G A Bm G A Bm A D G Bm G D D G Bm G D Em G A Em G A D G Bm D D G Bm G D D G Bm G D,A Em,G A,Em G
22,Sia,CHANDELIER,1584.0,https://tabs.ultimate-guitar.com/s/sia/chandelier_ver3_crd.htm,Am F G Em Am F G Em F Am G G F G C F F G C F F G C F F G C F F G C F F G C F F Am F G Em F Am G G F G C F F G C F F G C F F G C F F G C F F G C F F F F G C F F C F,Em Am,G Em,G C
23,Iggy Azalea Featuring Rita Ora,BLACK WIDOW,13.0,https://tabs.ultimate-guitar.com/i/iggy_azalea/black_widow_ver2_crd.htm,Bm Em G A Bm Em G A Bm Em G A Bm Em F# Bm Bm Bm Em G A Bm Em G A Bm Em G A Bm Em F# Bm Bm Bm Em G A Bm Em G A Bm Em G A Bm Em F#,G A,Em F#,Em G
24,Disclosure Featuring Sam Smith,LATCH,67.0,https://tabs.ultimate-guitar.com/d/disclosure/latch_crd.htm,Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G Dm Am C G,C G,Am C,Dm Am
25,Maroon 5,MAPS,204.0,https://tabs.ultimate-guitar.com/m/maroon_5/maps_crd.htm,A B C#m A B C#m A B C#m A B C#m A B C#m A B C#m A B C#m A B C#m F#m F#m G# G# A B C#m A B C#m A B C#m A B C#m A B C#m A B C#m C#m A B C#m A B C#m C#m A B C#m A B C#m A B C#m A B C#m A B C#m F#m F#m G# G# A B C#m A B C#m A B C#m A B C#m A B C#m A B C#m C#m A B C#m A B C#m C#m C#m C#m C#m C#m C#m C#m C#m C#m C#m C#m C#m C#m A B C#m A B C#m A B C#m A B C#m A B C#m A B C#m C#m A B C#m A B C#m C#m,G# G#,F#m F#m,F#m G#
26,American Authors,BEST DAY OF MY LIFE,389.0,https://tabs.ultimate-guitar.com/a/american_authors/best_day_of_my_life_crd.htm,D G G D G G Bm D G D G D G D G D G G D G G Bm D G D G D G D G D D D G D G D G D G D,Bm D,G Bm,D G
27,Tove Lo,HABITS (STAY HIGH),67.0,https://tabs.ultimate-guitar.com/t/tove_lo/habits_stay_high_crd.htm,Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F Bb Dm F F,Bb Dm,Dm F,F Bb
28,Calvin Harris,SUMMER,96.0,https://tabs.ultimate-guitar.com/c/calvin_harris/summer_crd.htm,"C Em D Am Bm C C Em D Am Bm C C Em D Am Bm C C Em D Am Bm C C Em, D, Am Bm C.","Em, D,",Em D,"D, Am"
29,Charli XCX,BOOM CLAP,50.0,https://tabs.ultimate-guitar.com/c/charli_xcx/boom_clap_ver2_crd.htm,A B E C#m A B E A B E C#m A B E A B E C#m A B E A B E C#m A B E C#m A B E C#m A B E C#m A B E C#m A B E C#m A B E A B E C#m A B E C#m A B E C#m A B E A B E C#m A B E C#m A B E C#m A B E A B E C#m A B E A B E C#m A B E C#m A B E C#m A B E C#m A B E C#m A B E C#m A B E C#m A B E C#m A,E C#m,B E,A B
30,Beyonce Featuring Jay Z,DRUNK IN LOVE,147.0,https://tabs.ultimate-guitar.com/tab/1456241,Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am Am D G Em Am D G Em Am D G Em Am D G D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am D G Em Am Em Am D G Em Am D G,D G,Em Am,Am D
31,Ariana Grande Featuring Zedd,BREAK FREE,125.0,https://tabs.ultimate-guitar.com/a/ariana_grande/break_free_crd.htm,B7 C Am G C Em Am G C Em Am G C Em Am G C Em Am G B7 C Em G C Em G C Em D C Am C Em G C Em G C Em D C Am C B7 C Em Am G C Em Am G C Em Am G C Em Am G B7 C Em G C Em G C Em D C Am C Em G C Em G C Em D C Am C Am Em D Am C Em B7 Am C Em D G Em B7 C Em G C Em G C Em D C Am C Em G C Em G C Em D C Am C,Em D,C Em,G C
32,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,BAILANDO,221.0,https://tabs.ultimate-guitar.com/e/enrique_iglesias/bailando_crd.htm,Em C G D Em C G D Em C G D Em C G D Am C Em D Am C Em D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Am C Em D Am C Em D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D,D Am,G D,Am C
33,Ellie Goulding,BURN,217.0,https://tabs.ultimate-guitar.com/e/ellie_goulding/burn_ver2_crd.htm,Em C G D Em C G D Em D Am C Em D Am C Em D Am C Em D Am C Em C G D Em C G D Em C G D Em C G Em C G D Em C G D Em D Am C Em D Am C Em D Am C Em D Am C Em C G D Em C G D Em C G D Em C G Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D,D Am,Am C,C G
34,Jason Derulo Featuring Snoop Dogg,WIGGLE,12.0,https://tabs.ultimate-guitar.com/j/jason_derulo/wiggle_crd.htm,Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D,G D,C G,Am C
35,Clean Bandit Featuring Jess Glynne,RATHER BE,389.0,https://tabs.ultimate-guitar.com/c/clean_bandit/rather_be_ver2_crd.htm,Em D C G Em D C G Em D C G Am Em D C G Em D C G Em D C G Am Em D/F# G Am Em D/F# G Am Em D C G Em D C G Em D/F# C G Am Bm C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Am Em D C G Em D C G Em D C G Am Em D C G Em D C G Em D C G,Am Bm,Em D,Bm C
36,Jeremih Featuring YG,DON'T TELL 'EM,14.0,https://tabs.ultimate-guitar.com/j/jeremih/dont_tell_em_crd.htm,Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A Dm Bb F A,F A,Dm Bb,Bb F
37,Miley Cyrus,WRECKING BALL,603.0,https://tabs.ultimate-guitar.com/m/miley_cyrus/wrecking_ball_ver3_crd.htm,Bm D A G Bm D A G Bm D A G Bm D A G D A Bm G D A Bm G Bm G Bm D A G Bm D A G Bm D A G Bm D A G D A Bm G D A Bm G Bm G D A Bm G D A Bm G Bm G Bm D F#m G Bm D F#m Bm D A G D A Bm G D A Bm G D A Bm G D A Bm G Bm G,D F#m,D A,Bm G
38,Justin Timberlake,NOT A BAD THING,100.0,https://tabs.ultimate-guitar.com/j/justin_timberlake/not_a_bad_thing_ver4_crd.htm,G Em7 D/F# Cadd9 A7sus4 Am G G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G G Em7 D/F# G Em7 D/F# G G Em7 D/F# G G Em7 D/F# G Em7 D/F# G Em7 D/F# Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G G Em7 D/F# G Em7 D/F# G G Em7 D/F# G G Em7 D/F# Am D/F# G D/F# G A7sus4 D/F# Cadd9 G G Em7 D/F# G Em7 D/F# G Em7 D/F# G Em7 D/F# G G Em7 D/F# G Em7 D/F# G G Em7 D/F# G G Em7 D/F#,Cadd9 A7sus4,A7sus4 Am,D/F# Cadd9
39,Katy Perry,ROAR,942.0,https://tabs.ultimate-guitar.com/k/katy_perry/roar_crd.htm,G Am G Am Em C G Am Em C G Am Em C G Am Em C G Em C G Em C G Em C G G Am Em C G Am Em C G Am Em C G Em C G Em C G Em C G Em C G Am Em D D D D D D G Em C G Em C G Em C G Em C G,D D,Em C,Am Em
40,Paramore,AIN'T IT FUN,179.0,https://tabs.ultimate-guitar.com/p/paramore/aint_it_fun_crd.htm,C#m A C#m B A C#m B A C#m B A C#m B A C#m A C#m A C#m A C#m A C#m B A C#m B A C#m B A C#m B A C#m B A C#m B A C#m B A C#m B A C#m A C#m A C#m A C#m A C#m B A C#m B A C#m B A C#m B A C#m B A C#m B A C#m B A C#m B E E E E A E A E A C#m B A C#m B A C#m B A C#m B A C#m B A C#m B A C#m B A C#m B A C#m B A C#m B A A C#m B A C#m B A A C#m B A C#m B A A C#m B A C#m B A A C#m B A C#m B A A C#m B A C#m B A C#m B,E E,C#m B,A C#m
41,Aloe Blacc,THE MAN,56.0,https://tabs.ultimate-guitar.com/a/aloe_blacc/the_man_crd.htm,G D Em D A/C# Bm A G G D Em D A/C# Bm A G A Bm A G G D Em D A/C# Bm A G A Bm G D Em D A/C# Bm A G A Bm Em Bm A/C# D Em Em F#m G D Em D A/C# Bm A G G D Em D A/C# Bm A G A Bm A G G D Em D A/C# Bm A G A Bm G D Em D A/C# Bm A G A Bm Em Bm A/C# D Em Em F#m G D Em D A/C# Bm A G G D Em D A/C# Bm A G A Bm A G G Em A Bm G Em A Bm G D Em D A/C# Bm A G G D Em D A/C# Bm A G A Bm A G,Em F#m,A/C# Bm,F#m G
42,Florida Georgia Line Featuring Luke Bryan,THIS IS HOW WE ROLL,86.0,https://tabs.ultimate-guitar.com/f/florida_georgia_line/this_is_how_we_roll_ver2_crd.htm,G Cadd9 D C Cadd9 Cadd9 G D Cadd9 G D Cadd9 G D Cadd9 G D Cadd9 G D Cadd9 G D Em Cadd9 G D Cadd9 G D Em Cadd9 G D Em Cadd9 G D Em Cadd9 G D Em Cadd9 G D Cadd9 G D Cadd9 G D Em Cadd9 G D Cadd9 G D Cadd9 G D Cadd9 G D Cadd9 G D Cadd9 G D Em Cadd9 G D Cadd9 G D Cadd9 G D Cadd9 G D Em Cadd9 G D,D C,D Em,C Cadd9
43,MKTO,CLASSIC,133.0,https://tabs.ultimate-guitar.com/m/mkto/classic_crd.htm,C G F F G Am Am G F F G C C G F F G Am Am G F F G C C G F F G Am Am G F F G C C G F F G Am Am G F F G C C G F F G Am Am G F F G C C G F F G Am Am G F F G C C G F F G Am Am G F F G C C G F F G Am Am C/E F F G C C G F F G Am Am G F F G C C G F F G Am Am G F F G C C G F F G Am Am G F F G C C G F F G Am Am G F F G C C G F F G Am Am G F F G C C G F F G Am Am G F F G C C G F F G Am Am G F F G C,Am C/E,Am Am,C/E F
44,Coldplay,A SKY FULL OF STARS,712.0,https://tabs.ultimate-guitar.com/c/coldplay/a_sky_full_of_stars_ver2_crd.htm,Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F Em Am F C Em F G Am C F G Am C F G Am C F G Am C,F G,G Am,C Em
45,Ed Sheeran,DON'T,355.0,https://tabs.ultimate-guitar.com/e/ed_sheeran/dont_ver3_crd.htm,Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm Bm C D D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D,Em Bm,Bm C,C D
46,Trey Songz,NA NA,7.0,https://tabs.ultimate-guitar.com/t/trey_songz/na_na_crd.htm,Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am,Em Am,Am Em,Am Am
47,Drake Featuring Majid Jordan,"HOLD ON, WE'RE GOING HOME",413.0,https://tabs.ultimate-guitar.com/d/drake/hold_on_were_going_home_ver5_crd.htm,Am C G D Am C G D Am C G D Am C G D Am C Em D Am C Em D Am C G D Am C G D Am C G D Am C G D Am C Em D Am C Em D Am C G D Am C G D Am C G D Am C G D Am C Em D Am C Em D,C Em,Em D,G D
48,Ed Sheeran,SING,392.0,https://tabs.ultimate-guitar.com/e/ed_sheeran/sing_ver3_crd.htm,Em Em Em Em Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em Am Em* Em* Am* Am* Em Am Em Am Am,Am* Am*,Em* Am*,Em* Em*
49,Imagine Dragons,RADIOACTIVE,7244.0,https://tabs.ultimate-guitar.com/i/imagine_dragons/radioactive_crd.htm,Am C G D Am C G D Am C G D Am C G D D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D D Am C G D Am C G D Am C G D Am C G D,C G,Am C,G D
50,Echosmith,COOL KIDS,330.0,https://tabs.ultimate-guitar.com/e/echosmith/cool_kids_crd.htm,Em Cmaj7 G D Em Cmaj7 G D Em C G Em C G Em C G Em C G Em Cmaj7 G D Em Cmaj7 G D Em Cmaj7 G D Em C G Em C G Em C G Em C G Em Cmaj7 G D Em Cmaj7 G D Em Cmaj7 G D Em Cmaj7 G D Em Cmaj7 G D Em Cmaj7 G D Em Cmaj7 G D Em Cmaj7 G D Em Cmaj7 G D Em Cmaj7 G D Em Cmaj7 G D D,Em C,Cmaj7 G,Em Cmaj7
51,Avicii,HEY BROTHER,809.0,https://tabs.ultimate-guitar.com/a/avicii/hey_brother_ver7_crd.htm,G D G D C C G D G D C C G G C C Em D D/F# G D G D C C G G C C Em D D/F#,D D/F#,Em D,C Em
52,Jason Derulo,TRUMPETS,79.0,https://tabs.ultimate-guitar.com/j/jason_derulo/trumpets_crd.htm,C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G G C C F Am G G C C F Am G G C C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G G C C F Am G G C C F Am G G C C F Am G C F Am G C F Am G C F Am G C C F Am G C F Am G C F Am G C F Am G C F Am,F Am,Am G,C F
53,Maroon 5,ANIMALS,251.0,https://tabs.ultimate-guitar.com/m/maroon_5/animals_crd.htm,"Em, D, C. Em D C Em D C Em D C Em D C Em Em D C Em D C Em D C Em D C Em D C Em D C Em Em D C Em D C Em D C Em D C Em D C C C Em D D C C Em Em Em D C Em D C Em D C C C Em D D C C","D, C.","Em, D,",C. Em
54,Jason Aldean,BURNIN' IT DOWN,49.0,https://tabs.ultimate-guitar.com/j/jason_aldean/burnin_it_down_ver2_crd.htm,Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C,Dm Bb,F C,Bb F
55,Luke Bryan,PLAY IT AGAIN,358.0,https://tabs.ultimate-guitar.com/l/luke_bryan/play_it_again_ver2_crd.htm,C G D/A C G D/A C G D/A C G D Em D C G D C G D Em D C G D C G D Em D C G D C G D C G D C G D C G D C G D Em D C G D C G D Em D C G D C G D Em D C G D C G D C G D C G D C G D C G D Em D C G D C G D Em D C G D C G D C G D C G D Em D C G D,G D/A,D/A C,C G
56,Florida Georgia Line,DIRT,115.0,https://tabs.ultimate-guitar.com/f/florida_georgia_line/dirt_ver4_crd.htm,D G Bm7 G A D G Bm7 G A D G Bm7 G A D G A Bm7 A D G A Bm7 G Bm7 A D D G Bm7 G A D G A Bm7 A D G A Bm7 G Bm7 A D G Bm7 G A D G A Bm7 A D G A Bm7 G Bm7 A D Bm7 A D G Bm7 G D,A D,D G,G A
