,artist,title,rating,url,chords,top_1,top_2,top_3
10,B.o.B Featuring Bruno Mars,NOTHIN' ON YOU,39.0,https://tabs.ultimate-guitar.com/b/b_o_b/nothing_on_you_crd_946369id_05052010date.htm,Aadd9 E F#m D C#m Aadd9 E F#m D C#m E,D C#m,F#m D,Aadd9 E
11,Enrique Iglesias Featuring Pitbull,I LIKE IT,10.0,https://tabs.ultimate-guitar.com/e/enrique_iglesias/i_like_it_ver2_crd.htm,"F, Am. G F Am G G F Am G Am G Am G G F Am G G F Am Am G","F, Am.",F Am,G F
12,Young Money Featuring Lloyd,BEDROCK,8.0,https://tabs.ultimate-guitar.com/y/young_money/bedrock_acoustic_crd.htm,C G Am G C Am F Am G Am C F Am C Am C F Am C F Am C G,F Am,C F,Am C
13,Jason Derulo,IN MY HEAD,25.0,https://tabs.ultimate-guitar.com/j/jason_derulo/in_my_head_crd.htm,F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G,Am F,G Am,C G
14,Rihanna,RUDE BOY,16.0,https://tabs.ultimate-guitar.com/r/rihanna/rude_boy_crd.htm,Am Em F Dm Am Em F Dm Am Em F Dm Dm C G Dm Dm C G Dm C G F G,Am Em,Em F,C G
15,Lady Gaga Featuring Beyonce,TELEPHONE,132.0,https://tabs.ultimate-guitar.com/l/lady_gaga/telephone_crd.htm,Em G A Em Em G A Em G A Em G A Em G A Em G A Em G A Em G Em G A Em G A Em G A Em G A Em G C#5 Em G Em G A Em G A Em G A G G A Em G Em C G A Em C G A Em Em G A Em,G A,G C#5,C G
16,Katy Perry,TEENAGE DREAM,190.0,https://tabs.ultimate-guitar.com/k/katy_perry/teenage_dream_ver2_crd.htm,Cmaj7 D Cmaj7 D Cmaj7 D Cmaj7 D Cmaj7 D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Cmaj7 Em D Dmaj7 E Dmaj7 E Dmaj7 E Dmaj7 E Dmaj7 E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E Dmaj7 F#m E,Cmaj7 Em,Em D,Dmaj7 F#m
17,Bruno Mars,JUST THE WAY YOU ARE,1474.0,https://tabs.ultimate-guitar.com/b/bruno_mars/just_the_way_you_are_crd_970416id_23072010date.htm,D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D D Bm G D,Bm G,G D,D Bm
18,Mike Posner,COOLER THAN ME,81.0,https://tabs.ultimate-guitar.com/m/mike_posner/cooler_than_me_ver2_crd.htm,C- Bm- Em- C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em C Bm Em,Bm- Em-,C- Bm-,Em- C
19,The Black Eyed Peas,IMMA BE,3.0,https://tabs.ultimate-guitar.com/t/the_black_eyed_peas/imma_be_crd.htm,G5 Bb Dm G5 G5 Bb G5 G5 Bb G5 G5 Bb G5 G5 Bb G5 G5 Bb G5 G5 Bb G5 G5 G5 Bb Dm G5 G5 Bb G5 G5 Bb G5 G5 Bb G5 G5 Bb G5 G5 Bb G5 G5 Bb G5 G5 Bb G5 G5 Bb G5 Cm G5 Cm G5 Cm G5 G5 Bb Bb Ab Ab F F G5 G5 Bb Bb G5 G5 Bb Bb Bb Bb G5 G5 G5 G5 G5 Bb Ab Bb Dm F G5 G,G5 G,Ab Ab,Ab F
20,Usher Featuring Pitbull,DJ GOT US FALLIN' IN LOVE,30.0,https://tabs.ultimate-guitar.com/u/usher/dj_got_us_falling_in_love_again_ver4_crd.htm,Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C G Em D C Em D C Em D C Em D C,G Em,Em D,C G
21,Travie McCoy Featuring Bruno Mars,BILLIONAIRE,29.0,https://tabs.ultimate-guitar.com/t/travie_mccoy/billionaire_solo_crd.htm,G D Em D G D Em D C D Em C D Em C D D D/C# Em E) C D Em,E) C,Em E),D/C# Em
22,Eminem,NOT AFRAID,87.0,https://tabs.ultimate-guitar.com/e/eminem/not_afraid_ver2_crd.htm,F/A: Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G F C G Am F C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G Am F/A C G,Am F,F/A: Am,Am F/A
23,Iyaz,REPLAY,90.0,https://tabs.ultimate-guitar.com/i/iyaz/replay_crd.htm,Em C G D Em C G D Em C G E Em C G D Em C G Em C G D Em C G E Em C G D Em C G E Em C G D Em C G E,G E,Em C,D Em
24,David Guetta Featuring Akon,SEXY CHICK,18.0,https://tabs.ultimate-guitar.com/d/david_guetta/sexy_bitch_crd.htm,B5 E|12-12-12-12-14-14-14-14-15-15-15-15-19-19-19-19-14-14-14-14-16-16-16-16-17-17-17-17-22-22-22-22| Bm D G D B5 D5 G5 D5 E5 Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Em Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D Bm D G D,D5 E5,G5 D5,B5 E|12-12-12-12-14-14-14-14-15-15-15-15-19-19-19-19-14-14-14-14-16-16-16-16-17-17-17-17-22-22-22-22|
25,The Script,BREAKEVEN,1555.0,https://tabs.ultimate-guitar.com/t/the_script/breakeven_crd.htm,C G D Em Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 C G D Em C G D Em C G D Em C G D Em Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 Em D G Am7 C C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em,G Am7,C G,Am7 Em
26,Ke$ha,YOUR LOVE IS MY DRUG,17.0,https://tabs.ultimate-guitar.com/k/keha/your_love_is_my_drug_ver2_crd.htm,F# C# D#m A#m B A#m B F# C# D#m A#m B A#m B F# C# D#m A#m B A#m B F# C# D#m A#m B A#m F# C# D#m A#m B A#m B F# C# D#m A#m B A#m B F# C# D#m A#m B A#m B F# C# D#m A#m B A#m F# C# D#m A#m B A#m B F# C# D#m A#m B A#m F# C# D#m A#m B A#m B F# C# D#m A#m B A#m B B C# D#m B C# D#m B C# D#m B C# D#m F# C# D#m A#m B A#m B F# C# D#m A#m B A#m B F# C# D#m A#m B A#m B F# C# D#m A#m B A#m B,F# C#,C# D#m,A#m B
27,The Black Eyed Peas,I GOTTA FEELING,206.0,https://tabs.ultimate-guitar.com/t/the_black_eyed_peas/i_gotta_feeling_crd.htm,G C Em C G C Em C G Gsus4 G C Csus2 Em Em7 C G C Em C G C Em C G C Em C G C Em C G C Em C G C Em C G C Em C G G C Em C G C Em C G C Em C G C Em C G G C Em C G C Em C G C Em C G C Em C G C Em C G C Em C Gsus4 Csus2 Em7 G6/B G Gsus4 G C Csus2 Em Em7 C C/B,Em7 G6/B,Csus2 Em7,Gsus4 Csus2
28,Owl City,FIREFLIES,957.0,https://tabs.ultimate-guitar.com/o/owl_city/fireflies_ver2_crd.htm,G C F G C F G C F G C F G C F G C F F C G F C Em F F C F G Am F C D G C F G C F G C F G C F F Am G F C Em F F C F G Am F C G F G C F G C F G C F G C F G C F G C F G C F G C F F Am G F C Em F F C F G Am F C D F F Am G F C Em F F C F G Am F C G F F Am G F C Em F F C F G Am F C G,C D,C Em,Em F
29,Trey Songz Featuring Fabolous,SAY AAH,3.0,https://tabs.ultimate-guitar.com/t/trey_songz/say_ahh_crd.htm,Em7 Cadd9 Dsus2 D Dsus2 D Em7 Cadd9 Dsus2 D Dsus D Em7 Cadd9 G Dsus2 Em7 G Dsus2 Em7 Cadd9 Em7,D Dsus,Dsus D,G Dsus2
30,Drake,FIND YOUR LOVE,54.0,https://tabs.ultimate-guitar.com/d/drake/find_your_love_crd.htm,Cmaj7: G/B: Em D Em D Em D Em D Em D Em D Em D Em G Am7 D Am7 D Cmaj7 D Em7 G Am G/B Em D Em D Em D Em D Em D Em D Em D Em Em D Em D Em D Em D Em D Em D Em D Em Am7 D Am7 D Am7 D Em7 G Am7 D Am7 D Am7 D Cmaj7 D Em7 G Am G/B Am7 D Am7 D Cmaj7 D Em7 G Am G/B Am7 D Am7 D Cmaj7 D,Cmaj7: G/B:,G Am,Am G/B
31,Lady Gaga,ALEJANDRO,112.0,https://tabs.ultimate-guitar.com/l/lady_gaga/alejandro_crd.htm,Am C Em Am C Em Am C Em Am C Em Am C Em Am C Em Am C Em F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am Am C Em Am C Em Am C Em Am C Em Am C Em Am C Em Am C Em Am C Em F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am Am C Em Am C Em F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am Am,C Em,C G,F C
32,Jason Derulo,RIDIN' SOLO,20.0,https://tabs.ultimate-guitar.com/j/jason_derulo/ridin_solo_crd.htm,Bm Bm7. E Bm7 D A E Bm7 D A E Bm7 D A,Bm Bm7.,Bm7 D,Bm7. E
33,Nelly,JUST A DREAM,86.0,https://tabs.ultimate-guitar.com/n/nelly/just_a_dream_ver3_crd.htm,Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C,Dm Bb,F C,Bb F
34,Far*East Movement Featuring Cataracs & Dev,LIKE A G6,9.0,https://tabs.ultimate-guitar.com/f/far_east_movement/like_a_g6_crd.htm,Gm7 Ebmaj7 Dm7 Gm7 Ebmaj7 Dm7,Gm7 Ebmaj7,Ebmaj7 Dm7,Dm7 Gm7
35,Michael Buble,HAVEN'T MET YOU YET,161.0,https://tabs.ultimate-guitar.com/tab/1007719,C F Dm7 Am G C F Dm7 Am G C F Dm7 Am G Dm7 Em Dm7 G Dm7 Em F G Dm7 G C Dm7 G Am Dm7 G Am Em F G C F Dm7 Am G C F Dm7 Am G Dm7 Em Dm7 G Dm7 Em F G Dm7 G C Dm7 G Am Dm7 G Am Em F G Am Em G D F Em F G G A D G A Bm G F# Bm A G A Em F#m Em A Em F#m G A Bm A D G A Bm G F# Bm A G A G A D G A Bm G F# Bm A G A D G Em Bm A D G Em Bm A D G Em Bm A D D G Em Bm A D,F# Bm,Em F#m,C F
36,Flo Rida Featuring David Guetta,CLUB CAN'T HANDLE ME,26.0,https://tabs.ultimate-guitar.com/f/flo_rida/club_cant_handle_me_crd.htm,C F C F C Em F Am C F Am C F Am C F C F Am C F Am C F,F Am,C Em,Am C
37,Jay Sean Featuring Lil Wayne,DOWN,24.0,https://tabs.ultimate-guitar.com/j/jay_sean/down_crd.htm,D Em7 D A Em7 D A Em7 D A D Em7 A D A G D A D A G G D A D A G G D A D Em7 D A Em7 D A Em7 D A D Em7 A D A G D A D A G G D A D A G G D A D A D Em7 G Em7 D Em7 A Dsus Em7 G D G D A D Em7 A D A G D A D A G G D A D A G G D A D A G,Dsus Em7,A Dsus,D A
38,La Roux,BULLETPROOF,54.0,https://tabs.ultimate-guitar.com/l/la_roux/bulletproof_ver2_crd.htm,Bm E G Bm Bm E G Bm E G Bm E G Bm E G Bm D Em G D D Em G D Bm E G Bm Bm E G Bm E G Bm E G Bm E G Bm D Em G D D Em G D D Em G D D Em G D A Bm D E G Bm A Bm D E G Bm Bm E G Bm Dm G Bb Dm Dm G Bb Dm G Bb Dm G Bb Dm G Bb Dm F Gm Bb F F Gm Bb F Dm G Bb Dm Dm G Bb Dm G Bb Dm G Bb Dm G Bb Dm F Gm Bb F F Gm Bb F F Gm Bb F F Gm Bb F C Dm F G Bb Dm C Dm F G Bb Dm Dm G Bb Dm,D Em,F Gm,Gm Bb
39,Jason Derulo,WHATCHA SAY,68.0,https://tabs.ultimate-guitar.com/j/jason_derulo/whatcha_say_crd.htm,C G Em D C G Em D C G Em D C G Em D C G Em D C-G-Em-D,Em D,D C,C G
40,Justin Bieber Featuring Ludacris,BABY,414.0,https://tabs.ultimate-guitar.com/j/justin_bieber/baby_acoustic_crd.htm,C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C Am F G C,Am F,F G,G C
41,Adam Lambert,WHATAYA WANT FROM ME,107.0,https://tabs.ultimate-guitar.com/a/adam_lambert/whataya_want_from_me_ver2_crd.htm,Bm Bm A D D D D G G D D D D G G Bm Bm A D D D D G G D D D D G G Bm Bm A D D D D G G D D D D G G Bm Bm A D D D D G G D D D D G G A Bm D G A Bm D G A Bm D G A Bm D G A Bm D G A Bm Bm A D D D D G G D D D D G G Bm Bm A D D D D G G D D D D G G Bm Bm A A Bm D G A Bm D G A Bm D G A Bm D G A Bm D G A A Bm D G A Bm D G A Bm D G A Bm D G A Bm D G A A Bm D G A Bm D G A Bm D G A Bm D G A Bm D G A Bm),A Bm),A Bm,G A
42,Taylor Swift,MINE,241.0,https://tabs.ultimate-guitar.com/t/taylor_swift/mine_ver2_crd.htm,C G D C G D C G D C G D~~~ C G D C G D C G D C G D~~~ C G D Em D C G D Em D C~~~ C G D C G D C G D C G D~~~ C G D C G D C G D C G D~~~ C G D Em D C G D Em D C G D Em~ D~ C G D Em D C G D Em C D Em C D C G D C G D C G D C G D C~~~ C G D Em D C G D Em D C G D Em D C G D C G D C G D C G D C G D~~~,Em~ D~,G D~~~,D Em
43,Rihanna,ONLY GIRL (IN THE WORLD),41.0,https://tabs.ultimate-guitar.com/r/rihanna/only_girl_in_the_world_crd.htm,Em Em Em C C/B Em C C/B Em C C/B Em C D Am C C/B Em C C/B Em C C/B Em C D Am F G Am C F G Am C F G Am C F G D F F G Am C F G D F C C/B Em C C/B Em C C/B Em C D Am C C/B Em C C/B Em C C/B Em C D Am F G Am C F G Am C F G Am C F G D F C G Am C G Am C G Am C G Am C G Am C G Am C G Am C G Am F G Am C F G Am C F G Am C F G D F G Am C F G D F,C/B Em,G Am,F G
44,Kris Allen,LIVE LIKE WE'RE DYING,20.0,https://tabs.ultimate-guitar.com/k/kris_allen/live_like_were_dying_acoustic_crd.htm,E A D G B E Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9 G Em7 D Cadd9,B E,E A,G B
45,Rihanna Featuring Jeezy,HARD,4.0,https://tabs.ultimate-guitar.com/r/rihanna/hard_ver2_crd.htm,Bm G A Bm G A Bm G A Bm G A Bm G A Bm G A G Bm G A Bm G A Bm G A Bm G A G Bm G A,G A,Bm G,A Bm
46,Ke$ha Featuring 3OH!3,BLAH BLAH BLAH,8.0,https://tabs.ultimate-guitar.com/k/keha/blah_blah_blah_crd.htm,F Dm F Am Bb C Dm Dm Dm F Am Bb Dm F Am Bb Dm F Am Bb Dm F Am Bb Dm F Am Bb Dm F Am Bb Dm F Am Bb Dm F Am Bb Dm F Am Bb Dm F Am Bb Dm F Am Bb Dm F Am Bb Dm Am Dm Am Dm Am Gm Dm(hold) Dm F Am Bb Dm F Am Bb Dm F Am Bb Dm F Am Bb(hold),Gm Dm(hold),Bb C,Am Bb
47,Trey Songz Featuring Nicki Minaj,BOTTOMS UP,7.0,https://tabs.ultimate-guitar.com/t/trey_songz/bottoms_up_crd.htm,Cm G# F-Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm Cm G# F Gm Cm,F Gm,G# F,G# F-Gm
48,Jay Sean Featuring Sean Paul & Lil Jon,DO YOU REMEMBER,11.0,https://tabs.ultimate-guitar.com/j/jay_sean/do_you_remember_crd.htm,"A E Bm D D A E Bm D A E Bm D D A E Bm D A E Bm D A E Bm D A E Bm D A E Bm D A E Bm D A E Bm D A E Bm D A E Bm D A E Bm D A E Bm D A E Bm D A E Bm D A E Bm D A A E Bm D A E Bm D A E A,E,Bm,D) A E Bm D A E Bm D A E Bm D A E Bm D A E Bm D A",E Bm,"E A,E,Bm,D)",Bm D
49,OneRepublic,ALL THE RIGHT MOVES,163.0,https://tabs.ultimate-guitar.com/o/onerepublic/all_the_right_moves_ver2_crd.htm,G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F(2x) Am G C F Am G C F Am G C F Am G C F Am G C F Am G C F G C) F Am G C F Am G C F Am G C F(2x)Softly,C F(2x),C) F,C F
50,Orianthi,ACCORDING TO YOU,28.0,https://tabs.ultimate-guitar.com/o/orianthi/according_to_you_crd.htm,F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb C Dm Dm/G Bb C Dm Dm/G Bb C Dm Dm/G Bb C Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb C Dm Dm/G Bb C Dm Dm/G Bb C Dm Dm/G Bb C Dm Dm Bb F Am Dm Bb Bb Bb F C Dm Bb C Dm Dm/G Bb C Dm Dm/G Bb C Dm Dm/G Bb C Bb F C Bb,F Am,Am Dm,Dm Dm/G
51,Taylor Swift,YOU BELONG WITH ME,2048.0,https://tabs.ultimate-guitar.com/t/taylor_swift/you_belong_with_me_crd.htm,D D D A Em G D A Em G Em G D A Em G A D A Em G D D D A Em G D A Em G Em G D A Em G A D A Em G D A Em G D D A Em G Em G D A Em G D A D A Em G D A Em G D A Em G D,Em G,A Em,D A
52,The Black Eyed Peas,MEET ME HALFWAY,47.0,https://tabs.ultimate-guitar.com/t/the_black_eyed_peas/meet_me_halfway_crd.htm,Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F Am G/B Em F G Em F G Em F G Em F G Em F Dm Em Am G/B Dm Em F G Am G/B Em F,Am G/B,F G,Dm Em
53,Ke$ha,TAKE IT OFF,8.0,https://tabs.ultimate-guitar.com/k/keha/take_it_off_crd.htm,G# C# Eb Fm G# C# Eb Fm C#--Eb--Fm-- C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm C# Eb Fm,C#--Eb--Fm-- C#,Fm C#--Eb--Fm--,C# Eb
54,Drake,OVER,5.0,https://tabs.ultimate-guitar.com/d/drake/over_crd.htm,D5 C Am G C Am G C Am G C Am G C Am G C Am G E5 E5 C Am G C Am G Am,E5 E5,D5 C,Am G
