,artist,title,rating,url,chords,top_1,top_2,top_3
17,Ne-Yo,CLOSER,21.0,https://tabs.ultimate-guitar.com/n/ne-yo/closer_crd.htm,Em C5 Em C Em C Em C Em C Am C C Em C Em C Em C Em C Em C,C5 Em,Em C5,Em C
18,Colbie Caillat,BUBBLY,431.0,https://tabs.ultimate-guitar.com/c/colbie_caillat/bubbly_ver6_crd.htm,G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G Bm C D Am Bm C G D/F# C G G D/F# C G G D C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D C G G D C G,Am Bm,D Am,G D
19,Mariah Carey,TOUCH MY BODY,6.0,https://tabs.ultimate-guitar.com/m/mariah_carey/touch_my_body_crd.htm,Em7: A: Bm7: F#m7: Em7 A Bm7 F#m7-Bm7 Em7 A F#m7-Bm7 Em7 A Bm7 F#m7 Bm7 Em7 A F#m7 Bm7 Em7 A Bm7 F#m7 Bm7 Em7 A F#m7 Bm7 Em7 A Bm7 F#m7 Bm7 Em7 A F#m7 Bm7 Em7 A Bm7 F#m7 Bm7 Em7 A F#m7 Bm7 Em7 A Bm7 F#m7 Bm7 Em7 A F#m7 Bm7 Em7 A Bm7 F#m7 Bm7 Em7 A F#m7 Bm7 Em7 A Bm7 F#m7 Bm7 Em7 A F#m7 Bm7 Em7 A Bm7 F#m7 Bm7 Em7 A F#m7 Bm7 Em7 A Bm7 F#m7 Bm7 Em7 A F#m7 Bm7 Em7 A Bm7 F#m7 Bm7 Em7 A F#m7 Bm7 Em7 A Bm7 F#m7 Bm7 Em7 A F#m7 Bm7,Em7: A:,A: Bm7:,Bm7: F#m7:
20,Madonna Featuring Justin Timberlake,4 MINUTES,3.0,https://tabs.ultimate-guitar.com/m/madonna/4_minutes_ver2_crd.htm,C B Am E C B Am E C B Am B E G E G E G E Am E Dm E G E G E G E B Am E B G B E G E E G Dm E B E G Am E Dm C Am E Am E B E G E G E B E G E G B E G E B G E G E G E G E Am,Dm C,C B,B Am
21,Pink,SO WHAT,48.0,https://tabs.ultimate-guitar.com/p/pnk/so_what_crd.htm,E5 G5 B5 E5 G Bm Em C G Bm Em C G Bm Em C G Bm Em C G E5 G5 B5 E5 G Bm Em C G Bm Em C G Bm Em C G Bm Em C G G5 G Bm Em C G Em C G Bm Em C G Bm Em C E5 G5 B5 E5 E5 G5 B5 E5 E5 G5 B5 E5 E5 G5 B5 E5 E5 G5 B5 E5 E5 G5 B5 E5 E5 G5 B5 E5 E5 G5 B5 E5 G Bm Em C G Bm Em C G Bm Em C G Bm Em C G E5 G5 B5 E5 E5 G5 B5 E5 E5 G5 B5 E5 E5 G5 B5 E5 E5 G5 B5 E5 E5 G5 B5 E5 G Bm Em C G Bm Em C G Bm Em C G Bm Em C G G5 G Bm Em C G Em C G Bm Em C G Bm Em C E5 G5 B5 E5 E5 G5 B5 E5 F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 A C#m F#m D A C#m F#m D A C#m F#m D A C#m F#m D A F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 F#5 A5 C#5 F#5 A C#m F#m D A C#m F#m D A C#m F#m D A C#m F#m D A A5 A C#m F#m D A F#m D A C#m F#m D A C#m F#m D F#5 A5 C#5 F#5 F#5 A5 C#5 F#5,F#m D,C#m F#m,A C#m
22,Finger Eleven,PARALYZER,41.0,https://tabs.ultimate-guitar.com/f/finger_eleven/paralyzer_crd.htm,Em Em Em A G Em Bm Em Bm Em Bm Em A G Em A G G Em A G Em,A G,Em Bm,Bm Em
23,Fergie,CLUMSY,3.0,https://tabs.ultimate-guitar.com/f/fergie/clumsy_crd.htm,C C C C G F C C G F C C F C F C C C C C C G F C C G F C C F C F C C C C C C C C C C F C F C C C,G F,C G,F C
24,Jason Mraz,I'M YOURS,4818.0,https://tabs.ultimate-guitar.com/j/jason_mraz/im_yours_crd.htm,G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C A7 G D Em C G D Em C G G Bm Em D C A7 G Bm Em D C A7 G D Em C G D Em C G D Em C G G D Em C G D Em C A7 G,C A7,Bm Em,D Em
25,Jesse McCartney,LEAVIN',17.0,https://tabs.ultimate-guitar.com/j/jesse_mccartney/leavin_ver3_crd.htm,A D E D A F#m E D A F#m E D A F#m E D D A F#m E D D A F#m E D A F#m E D A E E D A F#m E D D A F#m E D D A F#m E D A F#m D E E D D A A F#m D E E D D A F#m E D D A F#m E D D A F#m E D,A F#m,F#m E,D A
26,Kardinal Offishall Featuring Akon,DANGEROUS,3.0,https://tabs.ultimate-guitar.com/k/kardinal_offishall/dangerous_crd.htm,C D Em Em Em C D Em C D Em C D Em C D Em C D Em Em C D Em Em C D Em C D Em C D Em Em,C D,D Em,Em C
27,Jordin Sparks,TATTOO,42.0,https://tabs.ultimate-guitar.com/j/jordin_sparks/tattoo_crd.htm,D A Bm G D D/F# Bm G D D D/F# Bm G A G A G G/A A D A Bm G D A Bm G D D/F# Bm G D D/F# Bm G A G A G G/A A D A Bm G D A Bm G D D/F# Bm G Em G Bm A Em G Bm F#sus4 F# D A Bm G D A Bm G D D A Bm G D A Bm G A G D,F#sus4 F#,D/F# Bm,Bm F#sus4
28,Miley Cyrus,SEE YOU AGAIN,55.0,https://tabs.ultimate-guitar.com/m/miley_cyrus/see_you_again_ver2_crd.htm,Am F Dm E C G Am Am F Dm Am F E Am Am F Dm Am F E F C G F C G F Am C F E Am Am Am F Dm Am Am E F C G F C G F Am C F E Am F C G F C G F Am C F E Am,C G,F Dm,G F
29,Metro Station,SHAKE IT,18.0,https://tabs.ultimate-guitar.com/m/metro_station/shake_it_crd.htm,B C#m E A B C#m E A B C#m E A B C#m E A B C#m E A B C#m E A B C#m E A B C#m E A B C#m E A B C#m E A B C#m E A B C#m E A B C#m E A E C#m A B E C#m A B B C#m E A B C#m E A,E A,B C#m,A B
30,OneRepublic,STOP AND STARE,561.0,https://tabs.ultimate-guitar.com/o/onerepublic/stop_and_stare_ver4_crd.htm,C Em C Em C Em Am F Am F C G Am F F G C G Am F F C C Em Am F Am F C G Am F F G-Optional) C G Am F G C Em Am F G C G Am F G C,G-Optional) C,C Em,Am F
31,Sean Kingston,TAKE YOU THERE,7.0,https://tabs.ultimate-guitar.com/s/sean_kingston/take_you_there_ver2_crd.htm,Em G C D Em G C D Em G C D Em G C D Em G C D Em G C D Em G C D Em G C D Em Em G C D Em G C D Em G C D Em G C D Em G C D Em G C D Em G C D Em G C D Em Em G C D Em G C D Em G C D,C D,G C,Em G
32,M.I.A.,PAPER PLANES,90.0,https://tabs.ultimate-guitar.com/m/m_i_a_/paper_planes_ver2_crd.htm,D A G D A G D A G D A G D A G D A G D A G D A G D A G D A G D A G,D A,A G,G D
33,Katy Perry,HOT N COLD,177.0,https://tabs.ultimate-guitar.com/k/katy_perry/hot_n_cold_ver3_crd.htm,G D Am C G D Am C G D Am C G D Am C Em C G D G D Am C,Em C,D Am,C Em
34,T.I. Featuring Rihanna,LIVE YOUR LIFE,16.0,https://tabs.ultimate-guitar.com/t/t_i_/live_your_life_ver2_crd.htm,"D, A, Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm","D, A,",G D,D A
35,Estelle Featuring Kanye West,AMERICAN BOY,51.0,https://tabs.ultimate-guitar.com/e/estelle/american_boy_ver2_crd.htm,F Dm E7)) Amaj7 F Dm Amaj7 F Dm Amaj7 F Dm Amaj7 F Dm Amaj7 F Dm Amaj7 F Dm Amaj7 F Dm Amaj7 F Dm Amaj7 F Dm,E7)) Amaj7,Amaj7 F,F Dm
36,Taylor Swift,OUR SONG,528.0,https://tabs.ultimate-guitar.com/t/taylor_swift/our_song_crd.htm,D Em G A D Em7 G Asus4 Em7: Asus4 D Em G A D Em G A D Em G A D Em G A D Em G A D Em G A D Em G A D Em G A Em A Em D G D Em G A D Em G A D Em G A D Em G A D Em G A D Em G A D Em G A D Em G A Em A Em D G D Em G A D Em G A Em G D A Em G D Em G A D Em G A D Em G A Em A Em D G D Em G A D Em G A D Em G A D Em G A D Em G,Em7: Asus4,Asus4 Em7:,D Em7
37,Lil Wayne,A MILLI,44.0,https://tabs.ultimate-guitar.com/l/lil_wayne/mirror_crd.htm,Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em7 D Bm Cadd9 Em D Bm Cadd9 Em7 D Bm Cadd9,Cadd9 Em,Em D,Bm Cadd9
38,Buckcherry,SORRY,120.0,https://tabs.ultimate-guitar.com/b/buckcherry/sorry_ver2_crd.htm,G D G D G D Bm A Bm A E D A Bm F#m G D A D A Bm F#m G E A G D G D G D Bm A G Bm A E D A Bm F#m G D A D A Bm F#m G E A Bm D A E E Bm A C D A Bm F#m G D A D A Bm F#m G E A,Bm F#m,F#m G,C D
39,Alicia Keys,LIKE YOU'LL NEVER SEE ME AGAIN,6.0,https://tabs.ultimate-guitar.com/a/alicia_keys/like_youll_never_see_me_again_crd.htm,Cadd9 Dsus4 C G/B Am G5 G5 Cadd9 Dsus4 C G/B Am G5 Bm Am Bm Am Bm Am G5 Gadd9/B Em7 C G/B Am G5 G5 Gadd9/B Em7 C G/B Am G5 G5 Em7 Dsus4 C G/B Am G5 Cadd9 Dsus4 C G/B Am G5 G5 Cadd9 Dsus4 C G/B Am G5 Bm Am Bm Am Bm Am G5 Gadd9/B Em7 C G/B Am G5 G5 Em7 Dsus4 C G/B Am G5 G5 Gadd9/B Em7 C G/B Am G5....,Cadd9 Dsus4,Gadd9/B Em7,Dsus4 C
40,Taylor Swift,TEARDROPS ON MY GUITAR,936.0,https://tabs.ultimate-guitar.com/t/taylor_swift/teardrops_on_my_guitar_crd.htm,G Em C D G Em C D Em C G D G Em C D G Em C D Em C G D G D Em C G D Em C G Em C D G Em C D Em C G D G D Em C G D Em C Em C G D G D Em C G D Em C G D Em C G Em C D G,Em C,G D,D Em
41,The Pussycat Dolls,WHEN I GROW UP,3.0,https://tabs.ultimate-guitar.com/t/the_pussycat_dolls/when_i_grow_up_crd.htm,G G F# F Em C D B/Eb G-F#-F-Em G-F#-F-Em G-F#-F-Em G-F#-F-Em G-F#-F-Em G-F#-F-Em C D Em D C D B/Eb G-F#-F-Em,F# F,G F#,F Em
42,Colby O'Donis Featuring Akon,WHAT YOU GOT,5.0,https://tabs.ultimate-guitar.com/c/colby_odonis/what_you_got_crd.htm,"E A D G B E Em, D, C Em D C Em D C Em D C Em D C Em D C Em D C Em D C Em D C Em D C Em D C",G B,"Em, D,","E Em,"
43,3 Doors Down,IT'S NOT MY TIME,81.0,https://tabs.ultimate-guitar.com/0-9/3_doors_down/its_not_my_time_ver3_crd.htm,F Am F Am F Am F Am Am G F C G Am G F C G F Am F Am F Am F Am F Am Am G F C G Am G F C G Am G F C G Am G F C G F C G F C G F C G Am G F C G Am G F C G Am G F C G Am G F C G F C G F C G F Am F Am,C G,F C,G F
44,Leona Lewis,BETTER IN TIME,32.0,https://tabs.ultimate-guitar.com/l/leona_lewis/better_in_time_ver2_crd.htm,F# A#m D#m F# B F# A#m D#m F# B F# A#m D#m F# B F# A#m A#m D#m F# B F# A#m D#m F# B F# A#m D#m F# B F# A#m D#m F# B F# A#m D#m F# B F# A#m D#m F# B F# A#m A#m D#m F# B F# A#m D#m F# B F# A#m D#m F# B G#m F# B D#m G#m F# B C# F# A#m D#m F# B F# A#m D#m F# B F# A#m D#m F# B F# A#m D#m F# B F#,B C#,A#m D#m,D#m G#m
45,Linkin Park,SHADOW OF THE DAY,206.0,https://tabs.ultimate-guitar.com/l/linkin_park/shadow_of_the_day_ver4_crd.htm,Am G F Am G F Am G F Am G F C Dm Am F C Dm Am F C G Am F C Dm Am F Am G F Am G F Am G F Am G F C Dm Am F C Dm Am F C G Am F C Dm Am F C Dm Am F C Dm Am F C G Am F C Dm Am F C G Am F C Dm Am F C,C Dm,Dm Am,F C
46,Secondhand Serenade,FALL FOR YOU,1192.0,https://tabs.ultimate-guitar.com/s/secondhand_serenade/fall_for_you_crd.htm,Am F C G Am F C G F G C Am F G C Am F G Am F C G Am F C G Am F C G F G C Am F G C Am F G Am F C G Am F C G Am F C G F C Am F G C Am F G C Am F G C Am F G,Am F,C Am,F C
47,John Mayer,SAY,243.0,https://tabs.ultimate-guitar.com/j/john_mayer/who_says_ver3_crd.htm,D G D/F# Em7 A Bbdim Bm7 E G A Dsus2 D G D/F# Em7 A Bbdim Bm7 E G A Dsus2 G D/F# A G D/F# A G D/F# Bbdim Bm7 Em7 A Asus4 A7 D G D/F# Em7 A Bbdim Bm7 E G A Dsus2 D G D/F# Em7 A Bbdim Bm7 E G A Dsus2 G D/F# A G D/F# A G D/F# Bbdim Bm7 Em7 A Asus4 A7 G Asus4 A D G D/F# A G D/F# Bbdim Bm7 Em7 A Asus4 A7 D G D/F# Em7 A Bbdim Bm7 E G A Dsus2 G D/F# A G D/F# A G D/F# Bbdim Bm7 Em7 A Asus4 A7 G Asus4 A D G D/F# D,Bm7 E,Asus4 A7,Bbdim Bm7
48,Jordin Sparks,ONE STEP AT A TIME,9.0,https://tabs.ultimate-guitar.com/j/jordin_sparks/one_step_at_a_time_ver3_crd.htm,"Am, G, Em7, D Am G Em7 D Am G Em7 D Am G Em7 D Am G Em7 D Em7 D Am G Em7 D Am G Em7 D Am G Em7 D Am G Em7 D","G, Em7,","Am, G,",Am G
49,Rihanna Featuring Ne-Yo,HATE THAT I LOVE YOU,86.0,https://tabs.ultimate-guitar.com/r/rihanna/hate_that_i_love_you_ver2_crd.htm,C D G Cadd9 C D G Cadd9 C D G Cadd9 C D G Cadd9 C D G C C D G Cadd9 C D C D C D G Cadd9 C9 D G Cadd9 C D G Cadd9 C D Cadd9 C D C D G Cadd9 C D G Cadd9 G D G Cadd9 C D Am C D G G Cadd9 C D G C D G Cadd9 C D Cadd9 C D Em C D Em D A7 Em C D Em D A7 C D Em C D A7 C D C D G Am C D G Am C D G Cadd9 C D G Cadd9 C D D,A7 Em,Cadd9 C9,G Cadd9
50,Lupe Fiasco Featuring Matthew Santos,SUPERSTAR,14.0,https://tabs.ultimate-guitar.com/l/lupe_fiasco/superstar_ver2_crd.htm,G D Em G D Em D E G D Em Em G D Em G D Em,D E,E G,G D
51,J. Holiday,SUFFOCATE,4.0,https://tabs.ultimate-guitar.com/j/j_holiday/suffocate_ver2_crd.htm,Dm7 Am G Am Em F Dm7 G Dm7 Am G Am Dm7 Am G Am Dm7 Am G Am Em F Dm7 G Em F Dm7 G,Em F,F Dm7,Am Em
52,Kevin Rudolf Featuring Lil Wayne,LET IT ROCK,8.0,https://tabs.ultimate-guitar.com/k/kevin_rudolf/let_it_rock_crd.htm,F G D Bb F G D F G D F G D G D F G D F G D F G D F G D F G D F G D F G D F G D F G D F G D F G D F G D F G D F G D F G D F G D Bb G D F G D Bb G D Bb G D Bb G D F G D,D Bb,F G,G D
53,Colbie Caillat,REALIZE,250.0,https://tabs.ultimate-guitar.com/c/colbie_caillat/realize_crd.htm,G[3x0033] Dsus4/F#[2x0233] Cadd9[x32033] Em7[020033] D/F#[2x0232] G/B[x2x033] G Dsus4/F# Cadd9 Em7 Dsus4/F# G Dsus4/F# Cadd9 Em7 Dsus4/F# Cadd9 Em7 D/F# Cadd9 Em7 D/F# G Dsus4/F# Em7 Cadd9 G Dsus4/F# Em7 Cadd9 G/Dsus4/F#/Em7/Cadd9/ G Dsus4/F# Cadd9 Em7 Dsus4/F# G Dsus4/F# Cadd9 Em7 Dsus4/F# Cadd9 Em7 D/F# Cadd9 Em7 D/F# Em7 D/F# Cadd9 D/F# Em7/D/F#/G/G/B/Cadd9/,Cadd9[x32033] Em7[020033],D/F#[2x0232] G/B[x2x033],G[3x0033] Dsus4/F#[2x0233]
54,David Cook,THE TIME OF MY LIFE,45.0,https://tabs.ultimate-guitar.com/d/david_cook/time_of_my_life_ver3_crd.htm,G: C: Cadd9:x32033 Dsus4:xx0233 Em7: F: Gm7: Fadd9: Am7: Bb6: Dsus4 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 F C G Dsus4 F C G Dsus4 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 Dsus4 G Dsus4 Em7 Cadd9 Dsus4 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 F C G Dsus4 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 Dsus4 G Dsus4 Em7 Cadd9 Gm7 Fadd9 Gm7 Am7 Bb6 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 Dsus4 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 Dsus4 G Dsus4 Em7 Cadd9 G Dsus4 Cadd9,Em7: F:,Fadd9: Am7:,Dsus4:xx0233 Em7:
55,Natasha Bedingfield Featuring Sean Kingston,LOVE LIKE THIS,3.0,https://tabs.ultimate-guitar.com/n/natasha_bedingfield/love_like_this_crd.htm,G Bm7 G A D D Dmaj7 Bm7 G A D D G Bm7 G D D G Bm7 G A D D G Bm7 G D D G Bm7 G A D,Dmaj7 Bm7,D Dmaj7,A D
56,Jonas Brothers,BURNIN' UP,101.0,https://tabs.ultimate-guitar.com/j/jonas_brothers/burnin_up_crd.htm,,,,
57,Kanye West,LOVE LOCKDOWN,9.0,https://tabs.ultimate-guitar.com/k/kanye_west/love_lockdown_crd.htm,E A D G B E C#m: E F#m: A B C#m E C#m F#m A F#m B C#m C#m E C#m C#m E C#m C#m E C#m C#m E C#m F#m A F#m F#m A F#m F#m A F#m B C#m C#m E C#m C#m E C#m C#m E C#m C#m E C#m F#m A F#m F#m A F#m F#m A F#m B C#m C#m E C#m C#m E C#m C#m E C#m C#m E C#m F#m A F#m F#m A F#m F#m A F#m B C#m C#m E C#m C#m E C#m C#m E C#m C#m E C#m F#m A F#m F#m A F#m F#m A F#m B C#m C#m E C#m C#m E C#m C#m E C#m C#m E C#m F#m A F#m F#m A F#m F#m A F#m B C#m C#m E C#m C#m E C#m C#m E C#m C#m E C#m F#m A F#m F#m A F#m F#m A F#m B C#m,D G,G B,A D
58,David Archuleta,CRUSH,52.0,https://tabs.ultimate-guitar.com/d/david_archuleta/crush_ver4_crd.htm,Am Em F Em Am Em F Am Em F Em Am Em F Am Em F Em Am Em F G F C Am G F C Am G F C Am G F C Am G F C Am G F C Am Am Em F Em Am Em F Am Em F Em Am Em F G F C Am G F C Am G F C Am G F C Am G F C Am G F C Am F Am G F F F C Am G F C Am G F C Am G F C Am G F C Am G F C Am,C Am,G F,F C
59,Fergie,BIG GIRLS DON'T CRY,211.0,https://tabs.ultimate-guitar.com/f/fergie/big_girls_dont_cry_ver5_crd.htm,G/B C D G/B C D D|--X---X-----0----------X---X-----0------| G/B C D G/B C D G/B C D G/B C D G/B C D G/B C D G/B C D G/B C D G/B C C G D D C G D Em C G D Em C G D G/B C D G/B C D G/B C D G/B C D G/B C D G/B C D G/B C D G/B C D G/B C C G D D C G D Em C G D Em C G D G/B C D G G/Gb C C G G/Gb C G G/Gb C C G G/Gb C G/Gb G C G/Gb G C C C G D D C G D Em C G D Em C G D G/B C D G/B C D,D|--X---X-----0----------X---X-----0------| G/B,G G/Gb,D G
60,Britney Spears,WOMANIZER,27.0,https://tabs.ultimate-guitar.com/b/britney_spears/womanizer_crd.htm,C#m F#m E D# D C#m F#m E D# D C#m F#m E D# D C#m F#m E D# D C#m F#m E D# D A E A D# C#m F#m E D# D C#m: F#m: E D# D A,C#m: F#m:,C#m F#m,D C#m:
61,Taylor Swift,LOVE STORY,1984.0,https://tabs.ultimate-guitar.com/t/taylor_swift/love_story_crd.htm,C G Am F C F Am F C F Am G F G Am C F G Am F G C G Am F G C C F Am G F G Am C F G Am F G C G Am F G C G Am F G C G Am F G Am F C G Am F C G C G Am F G D A Bm G A D D A Bm G D,A Bm,G A,D A
