,artist,title,rating,url,chords,top_1,top_2,top_3
10,Avril Lavigne,GIRLFRIEND,26.0,https://tabs.ultimate-guitar.com/a/avril_lavigne/girlfriend_crd.htm,D5 A5 B5 F#5 G5 D D5 D5-F#5-G5 D D5-F#5-G5 D A5 B5 G5 D A5 B5 G5 B5 F#5 A5 G5 A5 D5 A5 B5 G5 D5 A5 B5 G5 D5 A5 Bm G5 D5-F#5-G5 D A5 B5 G5 D5 A5 B5 G5 D5 A5 B5 G5 D5-F#5-G5 D A5 B5 G5 D A5 B5 G5 D,G5 D,D5-F#5-G5 D,B5 F#5
11,Maroon 5,MAKES ME WONDER,24.0,https://tabs.ultimate-guitar.com/m/maroon_5/makes_me_wonder_crd.htm,G A G A G D G A Bm Bm D A G Bm D A G Bm D A Bm A G,Bm D,D A,A G
12,Akon Featuring Eminem,SMACK THAT,11.0,https://tabs.ultimate-guitar.com/a/akon/smack_that_ver2_crd.htm,F C G Am F C G Am F C G Am F C G Am F C G Am,G Am,C G,F C
13,Daughtry,IT'S NOT OVER,48.0,https://tabs.ultimate-guitar.com/c/chris_daughtry/its_not_over_crd.htm,A- Bm- Em- G- Bm A G A Bm A G A Bm A G A Bm A G A Bm G Em G A Bm Bm A G A Bm Bm A G A Bm A G G Fm# G A Bm G G Em Bm G G Em G A Bm A G A Bm….. Bm G A Bm Bm A G Fm# G A Bm Bm A G A Bm Bm A G A Bm A G G Fm# G A Bm A G A Bm A G A Bm A G G Fm# Bm,Bm- Em-,A- Bm-,Em- G-
14,Timbaland Featuring Keri Hilson,THE WAY I ARE,4.0,https://tabs.ultimate-guitar.com/t/timbaland/way_i_are_crd.htm,G#5 D#5 C#5 A#5 F#5 A#5 F#5 G#5 G#5 F#5 G#5 F#5 B5 G#5 D#5 C#5 A#5 F#5 B5,D#5 C#5,C#5 A#5,A#5 F#5
15,Fergie,FERGALICIOUS,41.0,https://tabs.ultimate-guitar.com/f/fergie/fergalicious_crd.htm,G A D A G D A D D7 A7 D A B D A D E G A G A D G A D G A,D7 A7,E G,A7 D
16,Justin Timberlake,WHAT GOES AROUND...COMES AROUND,118.0,https://tabs.ultimate-guitar.com/j/justin_timberlake/what_goes_around_crd.htm,AM C G D AM C G D AM C G D AM C G D AM C G D,G D,AM C,C G
17,The Fray,HOW TO SAVE A LIFE,1396.0,https://tabs.ultimate-guitar.com/t/the_fray/how_to_save_a_life_crd.htm,G D/F# Em D D/F# G D/F# Em D D/F# G D/F# Em D D/F# G D/F# Em D D/F# C D Em G D/F# C D Em G D/F# G D/F# Em D D/F# G D/F# Em D D/F# G D/F# Em D D/F# G D/F# Em D D/F# C D Em G D/F# C D Em G D/F# G D/F# Em D D/F# G D/F# Em D/F# G D/F# Em D/F# G D/F# Em D/F# C D Em G D/F# C D Em G D/F#,C D,Em D,D/F# C
18,Daughtry,HOME,296.0,https://tabs.ultimate-guitar.com/c/chris_daughtry/home_acoustic_crd.htm,G Cadd9 G Cadd9 G Cadd9 Em D Cadd9 Em D Cadd9 G D Cadd9 D Em D Cadd9 G D Cadd9 D Em D Cadd9 Em D Cadd9 G D Cadd9 G Cadd9 G Cadd9 G Cadd9 G Cadd9 Em D Cadd9 Em D Cadd9 G D Cadd9 D Em D Cadd9 D G D Cadd9 D G D Cadd9 D Em D Cadd9 G D Cadd9 D Em D Cadd9 D Cadd9 Em Cadd9 D Cadd9 Em Cadd9 Em D Cadd9 Em D Cadd9 G D Cadd9 D Em D Cadd9 G D Cadd9 D Em D Cadd9 Em D Cadd9 Em D Cadd9 Em D Cadd9 Em D Cadd9 G,Em D,Cadd9 G,D Cadd9
19,Justin Timberlake Featuring T.I.,MY LOVE,33.0,https://tabs.ultimate-guitar.com/j/justin_timberlake/my_love_crd.htm,Em Bm Am Em Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Am Em Bm Bm Em,Am Em,Bm Am,Em Bm
20,Kanye West,STRONGER,16.0,https://tabs.ultimate-guitar.com/k/kanye_west/stronger_ver3_crd.htm,Am C G F G Am C G F G Am C G F G Am C G F G Am C G F G Am C G F. G Am C G F G. Am C G F G,F G.,G. Am,Am C
21,Pink,U + UR HAND,20.0,https://tabs.ultimate-guitar.com/p/pnk/u_plus_ur_hand_crd.htm,E5 G5 D5 E5 G5 D5 E5 G5 D5 E5 F5 D5 E5 G5 D5 E5 G5 D5 E5 G5 D5 E5 F5 F5 D5 Em C G D Em C G D Am Em Am C G D Em/E5 G5 D5 E5 G5 D5 E5 G5 D5 E5 G5 D5 E5 G5 D5 E5 F5 F5 D5 E5 G5 D5 E5 G5 D5 E5 G5 D5 E5 F5 F5 D5 Em C G D Em C G D Am Em Am C G D E5 G5 D5 E5 G5 D5 E5 G5 D5 E5 G5 D5 E5 G5 D5 E5 G5 D5 E5 Em C G D Em C G D Am Em Am C G D,D Em/E5,G D,C G
22,Sean Kingston,BEAUTIFUL GIRLS,61.0,https://tabs.ultimate-guitar.com/s/sean_kingston/beautiful_girls_ver2_crd.htm,A F#m D E A A F#m D E A A F#m D E A A F#m D E A A F#m D E A A F#m D E A A F#m D E A A F#m D E A A F#m D E A,F#m D,D E,E A
23,Fall Out Boy,"THIS AIN'T A SCENE, IT'S AN ARMS RACE",168.0,https://tabs.ultimate-guitar.com/f/fall_out_boy/this_aint_a_scene_its_an_arms_race_crd.htm,Am Am E E Am Am E E Am Am E E Am Am E E Am F C E Am F C E Am Am Am E E Am Am E E Am Am E E Am Am E E Am F C E Am F C E F Am E Am F C E E Am Am E E Am Am E E Am Am E E Am Am E E Am F C E Am F C E E Am,F C,C E,Am F
24,Nickelback,ROCKSTAR,335.0,https://tabs.ultimate-guitar.com/n/nickelback/rockstar_crd.htm,A D G C F A D G C A A D G C A A D G C A A D G C A C D A C G F G A C G F G C D A C D A A D G C A A D G C A C D A C G F G A C G F G A C G F G C D A C G C G C D A C D A,G F,F G,G C
25,Fall Out Boy,THNKS FR TH MMRS,274.0,https://tabs.ultimate-guitar.com/f/fall_out_boy/thnks_fr_th_mmrs_ver6_crd.htm,Am E Dm Am E7 Am E Dm Am E E Am F Dm Dm E7 Am F G Am F Dm Dm Am F G Am E Dm Am E7 Am E Dm E7 Am F Dm Dm E7 Am F G Am F Dm Dm Am F G Am F C G Am F C G Am F C G Am F C E Am F Dm Dm E7 Am F G Am F Dm Dm Am F G,C G,F C,Am E
26,Linkin Park,WHAT I'VE DONE,304.0,https://tabs.ultimate-guitar.com/l/linkin_park/what_ive_done_ver3_crd.htm,Em G D Am Em G D Am Em G D Am Em G D Am Em Em G D Am Em G D Am C D Em G D Am Em G D Am Em G D Am Em G D Am C D Em G D Am Em G D Am Em Em G D Am Em G D Am Em G D Am Em G D Am Em G D Am Em G D Am Em Em G D Am Em G D Am Em,Am C,C D,D Am
27,Justin Timberlake,SUMMER LOVE,8.0,https://tabs.ultimate-guitar.com/j/justin_timberlake/summer_love_ver2_crd.htm,Am F G Dm Fm Am F G Am F G Am F G Am G Am F G Am F G Am F G Am F G Am Am F G Am F G Am F G Am F Am Am F G Am F G Am F G Am F Am Dm Am Dm Am Dm Am F Fm Am F G Am F G Am F G Am F Am,Dm Fm,F G,Fm Am
28,Lloyd Featuring Lil' Wayne,YOU,104.0,https://tabs.ultimate-guitar.com/a/andrew_lloyd_webber/all_i_ask_of_you_crd.htm,C C Cmaj7 Dm7 Bb G C C Cmaj7 Dm7 Bb G C Am7 Dm7 G C Am7 Dm7 Dm7/G C Am7 Dm7 G C F C/G Dm7/G G6 Dm7/G C C Cmaj7 Dm7 Bb G C C Cmaj7 Dm7 Bb G C Am7 Dm7 G C Am7 Dm7 G G6 G7 C Am7 Dm7 G C F C/G Dm7/G G6 Dm7/G C Am7 Dm7 G C Am7 Dm7 Dm7/G C Am7 Dm7 C C F C/G Dm7/G G6 Dm7/G C F C/G Dm7/G G6 Dm7/G C C: Cmaj7: Dm7: Bb: G: Am7: Dm7/G: F: C/G: G6: G7:,C/G: G6:,G: Am7:,C: Cmaj7:
29,Elliott Yamin,WAIT FOR YOU,4.0,https://tabs.ultimate-guitar.com/e/elliott_yamin/wait_for_you_crd.htm,F G Am F9 G F G Am F G Am F G Am F9 G F G Am F G Am F G Am F9 G C/E Fsus F C/E F6 C/E F6 C/G G F G Am F G Am F G Am F9 G F G Am F G Am F G Am F9 G F F G Am F G Am F G Am F9 G F G Am F G Am F G Am F9 G C/E Fsus F C/E F6 C/E Fsus F C/G G F G Am F G Am G F9 G,C/E F6,F6 C/G,C/E Fsus
30,Diddy Featuring Keyshia Cole,LAST NIGHT,746.0,https://tabs.ultimate-guitar.com/n/nirvana/where_did_you_sleep_last_night_crd.htm,E A G B E E A G B E E A G B E E A G B E E A G B E E A G B E E A G B E E A G B E E A G B E E A G B E E A G B E E A G B E E A G B E E A G B E E A G B E,G B,A G,B E
31,Omarion,ICE BOX,3.0,https://tabs.ultimate-guitar.com/o/omarion/ice_box_crd.htm,C Em Am F C Em Am F Am G C E Am G C E Am G C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F Am G C E Am G C E Am G C Em Am F C Em Am F C Em Am F,C E,C Em,G C
32,Hinder,LIPS OF AN ANGEL,421.0,https://tabs.ultimate-guitar.com/h/hinder/lips_of_an_angel_crd.htm,"Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 C5 G D Asus4 C5 G D Asus4 Bm G... Bm Asus4 G Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 Bm G D Asus4 C5 G D Asus4 C5 G D Asus4 Bm G... F C D F C D F C D F C D D Asus4 C5 G D Asus4 C5 G D Asus4 Bm G... Asus4, Bm, G, D Bm G... Asus4, Bm, G, D Asus4 Bm G D","Asus4, Bm,","Bm, G,","G... Asus4,"
33,John Mayer,WAITING ON THE WORLD TO CHANGE,406.0,https://tabs.ultimate-guitar.com/j/john_mayer/waiting_on_the_world_to_change_ver5_crd.htm,D Bm G D A Bm G D D Bm G D A Bm G D D Bm G D A Bm G D D Bm G D A Bm G D D G Bm G A Bm G D D Bm G D A Bm G D D Bm G D A Bm G D D Bm G D A Bm G D D G Bm Em A Bm G D D Bm G D A Bm G D D G Bm G A Bm G D A Bm G D A Bm G D G D,Em A,Bm Em,A Bm
34,Nickelback,IF EVERYONE CARED,140.0,https://tabs.ultimate-guitar.com/n/nickelback/if_everyone_cared_ver3_crd.htm,F#m A E F#m F#m A E F# F#m A E F# A E F# A E F# D A E F# D A E F#m A E F#m F#m A E F#m F#m A E F# F#m A E F# A E F# A E F# D A E F# D A E F#m D A E F# D A E F#m D A E F# D A E F#m A E F# F#m A E F# D A E F# D A E F#m D A E F# D A E F#m D D A E F# D D A E F#m D D A E E,E F#,A E,F# D
35,The Red Jumpsuit Apparatus,FACE DOWN,122.0,https://tabs.ultimate-guitar.com/t/the_red_jumpsuit_apparatus/face_down_acoustic_ver3_crd.htm,Em7 Cadd9 G D/F# Em7 Cadd9 G D/F# Em7 Cadd9 G D/F# Em7 Cadd9 G D/F# Em7 Cadd9 G D/F# Em7 Em7 Cadd9 G D/F# Em7 Cadd9 G D/F# Em7 Cadd9 G D/F# Em7 Cadd9 G D/F# Em7 Em7 Cadd9 G D/F# Em7 Em7 Cadd9 G D/F# Em7 Em7 Cadd9 G D/F# Em7 Cadd9 G D/F# Em7 Cadd9 G D/F# Em7 Em7 Cadd9 G D/F# Em7 Cadd9 G D/F# Em7 Em7 Cadd9 G D/F# Em7,Cadd9 G,G D/F#,D/F# Em7
36,The All-American Rejects,IT ENDS TONIGHT,175.0,https://tabs.ultimate-guitar.com/t/the_all-american_rejects/it_ends_tonight_crd.htm,Am G F G Am F Dm Em Am F Dm Em F C C F C Dm Dm C F Am G Am F Dm Em Am F Dm Em F C C F C Dm Dm C F Am G C F Am G F Am G Dm F Am G Dm F Am F Dm G C F Am G C F Am G F C,Dm Em,Am G,Em Am
37,Ne-Yo,BECAUSE OF YOU,42.0,https://tabs.ultimate-guitar.com/n/ne-yo/because_of_you_crd.htm,G A Bm Bm G A Bm Bm G A Bm G A Bm G A Bm G A Bm G A Bm G A Bm G A Bm G A Bm A Em Bm A Em G A Bm G A Bm G A Bm G A Bm G A Bm G A Bm G A Bm G A Bm A Em Bm A Em,A Em,G A,Bm G
38,My Chemical Romance,WELCOME TO THE BLACK PARADE,457.0,https://tabs.ultimate-guitar.com/m/my_chemical_romance/welcome_to_the_black_parade_ver4_crd.htm,G F# B E D G C B E A D G D Em Bm C Bm Am D G D Em Bm C Bm Am D G D Em Bm C Bm Am D G D Em Bm C Bm Am D G D Em Bm C Bm Am D G D Em Bm C Bm Am D G D Em Bm C Bm Am D G G D Em G C C D D G D F C C G D G D F C C G D G D Em D C D G D Em D C D G D F C C G D G D F C C G D G D Em D C D G D Em D C D B Em B Em C Cm B5 G#5 B5 G D Em Bm C Bm C D G D Em Bm C Bm E F#m C#m D C#m E A E F#m E D E A E F#m E D E A E F#m C#m D E A E F#m C#m D E A,Cm B5,G#5 B5,B5 G#5
39,Snow Patrol,CHASING CARS,1990.0,https://tabs.ultimate-guitar.com/s/snow_patrol/chasing_cars_crd.htm,A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A A E/G# D A,E/G# D,A E/G#,D A
40,Justin Timberlake,SEXYBACK,17.0,https://tabs.ultimate-guitar.com/j/justin_timberlake/sexyback_crd.htm,A A# A A# A A A A# A A Ab A A# A Ab A,Ab A,A Ab,A A#
41,Avril Lavigne,KEEP HOLDING ON,270.0,https://tabs.ultimate-guitar.com/a/avril_lavigne/keep_holding_on_crd.htm,G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C Em C Em C D G D Em C G D Em C G D Em C G D Em C Am C Am Em Am Em C G D Em C G D Em C G D Em C G D Em C,G D,Em C,D Em
42,Timbaland Featuring OneRepublic,APOLOGIZE,111.0,https://tabs.ultimate-guitar.com/t/timbaland/apologize_ver2_crd.htm,Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am Am F C G Am F C G Am F C G Am F C G Am F C,C G,F C,Am F
43,Colbie Caillat,BUBBLY,431.0,https://tabs.ultimate-guitar.com/c/colbie_caillat/bubbly_ver6_crd.htm,G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G Bm C D Am Bm C G D/F# C G G D/F# C G G D C G G D/F# C G G D/F# C G G D/F# C G G D/F# C G G D C G G D C G,Am Bm,D Am,G D
44,Pink,WHO KNEW,260.0,https://tabs.ultimate-guitar.com/p/pnk/who_knew_ver2_crd.htm,A A Bm F#m E A Bm F#m E D E F#m A D E F#m A D E F#m A D E A A Bm F#m E A Bm F#m E D E F#m A D E F#m E D E F#m A D E A Bm F#m E A Bm F#m E D E F#m A D E F#m A D E F#m A D E F#m A D E F#m A D E A,Bm F#m,A Bm,D E
45,Kelly Clarkson,NEVER AGAIN,7.0,https://tabs.ultimate-guitar.com/k/kelly_clarkson/never_again_crd.htm,Am Em/CMaj7 D Am Am Em/Cmaj7 D Am Em D Am Em/CMaj7 D Am Am G Am C Am C D Am G Am C Am C D Am Em/Cmaj7 D Am Em/EMaj7 C Em/Cmaj7 D Am Em/CMaj7 D Am Am G Am C Am C D Am G Am C Am C D Am G Am C Am C D Am G Am C Am C D,Am Em,Em/Cmaj7 D,Em/CMaj7 D
46,J. Holiday,BED,9.0,https://tabs.ultimate-guitar.com/j/j_holiday/bed_crd.htm,D A BM G D A FM G D A BM G D FM G G A BM BM A G A FM G G A BM A G A FM G D A BM A G A FM G D A BM A D A FM G D A BM G D A BM G G A BM A G A FM G A G A BM A G A FM G G A BM A G A FM G D A G A BM A G A FM G D A BM G D A FM G G A BM A G A FM G G A BM A G FM G,FM G,A BM,D A
47,Amy Winehouse,REHAB,175.0,https://tabs.ultimate-guitar.com/a/amy_winehouse/rehab_ver2_crd.htm,C7 G7 F7 C7 F7 C7 Em Am F Ab Em Am F Ab G7 F7 C7 G7 F7 C7 F7 C7 Em Am F Ab Em Am F Ab G7 F7 C7 Em Am F Ab Em Am F Ab G7 F7 C7 G7 F7 C7 F7 C7,F Ab,Am F,Em Am
48,Alicia Keys,NO ONE,115.0,https://tabs.ultimate-guitar.com/a/alicia_keys/no_one_ver2_crd.htm,C G Am Dm F C G Am Dm F C C G Am Dm F C C G Am Dm F C C G Am Dm F C C G Am Dm F C G Am Dm F C G Am Dm F C G Am Dm F C C G Am Dm F C C G Am Dm F C C G Am Dm F C C G Am Dm F C G Am Dm F Dm Am G Dm Am G Dm Am C Dm C G C G Am Dm F C C G Am Dm F C G Am Dm F C G Am Dm F C,Dm F,G Am,Am Dm
49,Boys Like Girls,THE GREAT ESCAPE,55.0,https://tabs.ultimate-guitar.com/b/boys_like_girls/great_escape_ver6_crd_1095222id_26092011date.htm,Em7 Cadd9 G Dsus4 A7sus4 Cadd9 G Em7 Cadd9 G Dsus4 Cadd9 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 A7sus4 G Cadd9 Dsus4 Cadd9 G Em7 Cadd9 G Dsus4 Cadd9 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 A7sus4 G Cadd9 Dsus4 Cadd9 G Dsus4 A7sus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 Em7 Cadd9 G Dsus4 A7sus4 G Cadd9 Dsus4,Dsus4 A7sus4,Em7 Cadd9,G Dsus4
50,Unk,2 STEP,23.0,https://tabs.ultimate-guitar.com/d/dave_matthews_band/2_step_crd.htm,Dm Bb C F Bb Am Gm Dm Bb C F Bb Am Gm F Bb Am Gm F Dm Bb C F Bb Am Gm Dm Bb C F Bb Am Gm F Bb Am Gm F C Gm Bb Am F F C Gm Bb Am F C Gm Bb Am F F C Gm Bb Am F Bb Am Gm Dm Dm Bb C F Bb Am Gm Dm Bb C F Bb Am Gm F Bb Am Gm F Dm C Bb F Am Gm,Am Gm,Bb Am,Dm Bb
51,Hellogoodbye,HERE (IN YOUR ARMS),81.0,https://tabs.ultimate-guitar.com/h/hellogoodbye/here_in_your_arms_ver2_crd.htm,C: G: Am: F: C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C C G Am F C G Am F C G Am F C G Am F C,G: Am:,C: G:,Am: F:
52,Lifehouse,FIRST TIME,10.0,https://tabs.ultimate-guitar.com/l/lifehouse/first_time_crd.htm,"Asus2,Bsus4,C#m7,Badd4/D#,E5* Asus2 Bsus4 C#m7 Badd4/D#,E5* Asus2 Bsus4 C#m7 Badd4/D#,E5* Asus2 Bsus4 C#m7 Badd4/D#,E5* Asus2 Bsus4 E5* F#m Asus2* F#m Asus2* E5 Badd4/D# F#5 A5 B5 E5 Badd4/D# F#5 A5* B5* E5 Badd4/D# F#5 A5* B5* E5 Badd4/D# F#5 A5* B5* Asus2,Bsus4,C#m7,Badd4/D#,E5* Asus2 Bsus4 C#m7 Asus2 Bsus4 C#m7 Badd4/D#,E5* Asus2 Bsus4 C#m7 Badd4/D#,E5* Asus2 Bsus4 E5* F#m Asus2* F#m Asus2* E5 Badd4/D# F#5 A5 B5 E5 Badd4/D# F#5 A5* B5* E5 Badd4/D# F#5 A5* B5* E5 F#5 F#m F#7sus4 Bsus4* F#7sus4 Bsus4* E5 Badd4/D# F#5 A5 B5 E5 Badd4/D# F#5 A5* B5* E5 Badd4/D# F#5 A5* B5* E5 Badd4/D# F#5 A5* B5* E5 Badd4/D# F#5 A5* B5* E5 Badd4/D# F#5 A5* B5* E5*",F#7sus4 Bsus4*,A5 B5,F#5 A5
53,50 Cent Featuring Justin Timberlake & Timbaland,AYO TECHNOLOGY,5.0,https://tabs.ultimate-guitar.com/0-9/50_cent/ayo_technology_acoustic_crd.htm,Em Dsus2 C,,,
54,Taylor Swift,TEARDROPS ON MY GUITAR,936.0,https://tabs.ultimate-guitar.com/t/taylor_swift/teardrops_on_my_guitar_crd.htm,G Em C D G Em C D Em C G D G Em C D G Em C D Em C G D G D Em C G D Em C G Em C D G Em C D Em C G D G D Em C G D Em C Em C G D G D Em C G D Em C G D Em C G Em C D G,Em C,G D,D Em
55,Rihanna,SHUT UP AND DRIVE,17.0,https://tabs.ultimate-guitar.com/r/rihanna/shut_up_and_drive_ver2_crd.htm,"B C# F# B C#](twice)(Heavy, E B C# F# B C# E B C# F# B C# E(Heavy B C# F# B C# E B C# F# B C# E B C# F# B C# E B C# F# B C# E B C# F# B C# E B C# F# B C# E B C# F# B C# E B C# F# B C#","C#](twice)(Heavy, E",C# F#,C# E(Heavy
56,Red Hot Chili Peppers,SNOW ((HEY OH)),258.0,https://tabs.ultimate-guitar.com/r/red_hot_chili_peppers/snow_hey_oh_ver3_crd.htm,G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# E G#m E B F# C#m B F# C#m B F# C#m B F# C#m G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# G#m E B F# E G#m E B F# C#m B F# C#m B F# C#m B F# C#m B F# C#m B F# C#m B F# C#m B F# C#m B F# C#m B F# C#m B F# C#m B F# C#m,G#m E,B F#,F# C#m
57,Chris Brown Featuring T-Pain,KISS KISS,19.0,https://tabs.ultimate-guitar.com/c/chris_brown/shouldve_kissed_you_ver3_crd.htm,D A Em G D A Em G D A Em G D A Em G D A Em G D A Em G D A Em G D A Em G D A Em G D A G D A Em G D A G D A Em G D A Em G D A Em G D A Em G,Em G,A Em,D A
58,Nickelback,FAR AWAY,273.0,https://tabs.ultimate-guitar.com/n/nickelback/far_away_crd.htm,C G Am F C G Am F C G Am F C G Am F Dm Dm F G C G Am F C C G Am F C C G Am F F C C G Am F C G Am F C G Am F C G Am F Dm F G C G Am F C C G Am F C C G Am F F C C G Am F C G Am Am F C C G Am Am F Dm Dm F G C G Am F C C G Am F D A Bm G D D A Bm G D D A Bm G D D A Bm Bm G D D A Bm G D D A Bm Bm G D D A Bm G D D A Bm G D,A Bm,Dm Dm,D A
